QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,RENTCODE,RENT_ODE,BSNSPCTZ,BSNS_CTZ,QADRENTX,QADR_NTX,ANYVACAT,ANYV_CAT
20212,04421674,30,0,1,105,D,,A,200,D,1,D
20212,04421674,31,0,1,150,D,,A,80,D,2,D
20212,04422444,20,0,1,105,D,,A,300,D,1,D
20212,04428684,28,0,1,105,D,,A,50,D,2,D
20212,04428834,24,0,1,105,D,,A,275,D,1,D
20212,04430614,11,0,1,105,D,,A,100,D,2,D
20212,04430654,31,0,1,105,D,,A,350,D,1,D
20212,04461854,23,0,1,135,D,,A,1400,D,1,D
20212,04462964,33,0,1,105,D,,A,400,D,1,D
20212,04464564,40,0,1,105,D,,A,230,D,1,D
20212,04467514,17,0,1,105,D,,A,259,D,1,D
20212,04467554,37,0,1,160,D,,A,990,D,2,D
20212,04503714,32,0,1,105,D,,A,100,D,1,D
20212,04503974,24,0,1,105,D,,A,100,D,2,D
20212,04504564,25,0,1,105,D,,A,100,D,1,D
20212,04505324,38,0,1,105,D,,A,400,D,2,D
20212,04505334,24,0,1,105,D,,A,389,D,1,D
20212,04505464,57,0,1,105,D,,A,85,D,2,D
20212,04505694,35,0,1,105,D,,A,180,D,1,D
20212,04505694,36,0,1,105,D,,A,60,D,1,D
20212,04505694,37,0,1,105,D,,A,120,D,1,D
20212,04505694,38,0,1,105,D,,A,88,D,2,D
20212,04506524,24,0,1,105,D,,A,148,D,2,D
20212,04506694,47,0,1,105,D,,A,75,D,2,D
20212,04507384,56,0,1,105,D,,A,347,D,1,D
20212,04507594,24,0,1,105,D,,A,1000,D,1,D
20212,04508574,15,0,1,160,D,,A,645,D,1,D
20212,04508684,20,0,1,105,D,,A,400,D,1,D
20212,04508724,44,0,1,105,D,,A,480,D,1,D
20212,04509254,23,0,1,105,D,,A,510,D,1,D
20212,04510704,18,0,1,105,D,,A,100,D,2,D
20212,04510704,19,0,1,105,D,,A,100,D,2,D
20212,04514164,68,0,1,105,D,,A,300,D,1,D
20212,04545903,23,0,1,105,D,1.0,D,0,D,1,D
20212,04546793,47,0,1,105,D,,A,461,D,1,D
20212,04547683,22,0,1,105,D,,A,1,D,2,D
20212,04548163,34,0,1,105,D,,A,750,D,1,D
20212,04548883,34,0,1,105,D,,A,300,D,1,D
20212,04549923,26,0,1,105,D,,A,3500,D,1,D
20212,04551023,12,0,1,105,D,,A,234,D,2,D
20212,04551173,32,0,1,105,D,,A,200,D,1,D
20212,04552453,30,0,1,105,D,,A,120,D,2,D
20212,04556283,49,0,1,105,D,,A,135,D,2,D
20212,04556813,12,0,1,105,D,,A,936,D,2,D
20212,04556913,23,0,1,105,D,,A,322,D,1,D
20212,04556973,21,0,1,105,D,,A,320,D,2,D
20212,04557013,36,0,1,105,D,,A,300,D,2,D
20212,04557063,25,0,1,105,D,,A,75,D,2,D
20212,04557403,34,0,1,105,D,,A,380,D,1,D
20212,04558673,26,0,1,105,D,,A,525,D,1,D
20212,04559003,13,0,1,105,D,,A,400,D,2,D
20212,04559093,39,0,1,105,D,,A,360,D,1,D
20212,04561323,23,0,1,105,D,,A,420,F,1,D
20212,04562013,22,0,1,105,D,,A,565,D,1,D
20212,04563543,34,0,1,105,D,,A,500,D,1,D
20212,04564613,29,0,1,105,D,,A,325,D,1,D
20212,04564613,30,0,1,105,D,,A,325,D,1,D
20212,04566293,31,0,1,105,D,,A,473,D,1,D
20212,04567063,17,0,1,105,D,,A,265,D,1,D
20212,04569173,30,0,1,105,D,,A,150,D,1,D
20212,04569343,19,0,1,160,D,,A,27,D,1,D
20212,04570403,20,0,1,170,D,,A,40,D,2,D
20212,04571493,55,0,1,105,D,,A,400,D,1,D
20212,04572493,46,0,1,105,D,,A,1378,D,2,D
20212,04574433,28,0,1,105,D,,A,494,D,1,D
20212,04574803,59,0,1,105,D,,A,1700,D,1,D
20212,04575913,29,0,1,105,D,,A,456,D,1,D
20212,04609852,22,0,1,105,D,,A,700,D,1,D
20212,04610312,28,0,1,105,D,,A,420,F,1,D
20212,04611172,22,0,1,180,D,,A,100,D,2,D
20212,04611792,28,0,1,105,D,,A,470,D,2,D
20212,04611982,17,0,1,105,D,,A,350,D,1,D
20212,04611982,18,0,1,105,D,,A,150,D,1,D
20212,04613312,29,0,1,105,D,,A,279,D,1,D
20212,04614582,24,0,1,105,D,1.0,D,0,D,2,D
20212,04616432,10,0,1,105,D,,A,945,D,1,D
20212,04617032,45,0,1,105,D,,A,1654,D,1,D
20212,04617172,24,0,1,105,D,,A,410,D,1,D
20212,04617362,22,0,1,105,D,,A,100,D,2,D
20212,04617822,10,0,1,105,D,,A,60,D,2,D
20212,04618402,43,0,1,105,D,,A,358,D,1,D
20212,04618742,37,0,1,105,D,,A,205,D,1,D
20212,04619142,17,0,1,105,D,,A,389,D,1,D
20212,04652152,52,0,1,105,D,,A,645,D,1,D
20212,04652712,39,0,1,105,D,,A,395,F,1,D
20212,04654372,41,0,1,105,D,,A,400,D,1,D
20212,04655142,26,0,1,105,D,,A,500,D,1,D
20212,04658342,19,0,1,105,D,,A,200,D,2,D
20212,04659032,21,0,1,105,D,,A,150,D,1,D
20212,04659042,18,0,1,200,D,,A,75,D,2,D
20212,04659232,24,0,1,105,D,,A,800,D,1,D
20212,04659752,20,0,1,105,D,,A,475,D,1,D
20212,04660702,32,0,1,105,D,,A,1200,D,1,D
20212,04660842,18,0,1,105,D,,A,21,D,2,D
20212,04661702,11,0,1,105,D,,A,400,D,1,D
20212,04661922,21,0,1,105,D,,A,300,D,1,D
20212,04662742,35,0,1,105,D,,A,380,D,1,D
20212,04680402,29,0,1,105,D,,A,275,D,1,D
20212,04682462,19,0,1,105,D,,A,130,D,1,D
20212,04682802,17,0,1,105,D,,A,292,D,1,D
20212,04683242,31,0,1,105,D,,A,130,D,2,D
20212,04685142,36,0,1,105,D,,A,246,D,1,D
20212,04685862,23,0,1,105,D,,A,223,D,1,D
20212,04686672,5,0,1,105,D,,A,650,D,1,D
20212,04687522,34,0,1,105,D,,A,50,D,1,D
20212,04688032,37,0,1,105,D,,A,211,D,1,D
20212,04688242,56,0,1,105,D,,A,275,D,1,D
20212,04689052,23,0,1,170,D,,A,30,D,1,D
20212,04689972,500,0,1,105,D,,A,70,D,2,D
20212,04735701,32,0,1,105,D,,A,125,D,2,D
20212,04735971,21,0,1,105,D,,A,700,D,1,D
20212,04736281,11,0,1,105,D,,A,395,F,1,D
20212,04736861,20,0,1,105,D,,A,84,D,1,D
20212,04736991,35,0,1,105,D,,A,350,D,1,D
20212,04737131,30,0,1,105,D,,A,780,D,1,D
20212,04739851,28,0,1,105,D,,A,216,D,1,D
20212,04740583,16,0,1,105,D,,A,300,D,1,D
20212,04740811,42,0,1,180,D,,A,30,D,2,D
20212,04741001,45,0,1,105,D,,A,900,D,1,D
20212,04742071,14,0,1,105,D,,A,450,D,1,D
20212,04742341,40,0,1,105,D,,A,600,D,1,D
20212,04743041,20,0,1,105,D,,A,430,D,1,D
20212,04744101,26,0,1,105,D,,A,1500,D,1,D
20212,04744581,28,0,1,105,D,,A,200,D,1,D
20212,04744731,15,0,1,105,D,,A,250,D,1,D
20212,04746711,27,0,1,105,D,,A,1500,D,1,D
20212,04747351,43,0,1,105,D,,A,215,D,1,D
20212,04747721,26,0,1,105,D,,A,500,D,1,D
20212,04750561,39,0,1,160,D,,A,150,D,1,D
20212,04750711,24,0,1,105,D,,A,250,D,1,D
20212,04751731,26,0,1,105,D,,A,1000,D,1,D
20212,04751851,9,0,1,105,D,,A,200,D,2,D
20212,04752611,23,0,1,105,D,,A,447,F,1,D
20212,04754351,20,0,1,105,D,,A,300,D,1,D
20212,04754511,57,0,1,170,D,,A,80,D,1,D
20212,04755181,13,0,1,105,D,,A,210,D,1,D
20212,04757841,20,0,1,105,D,,A,309,D,1,D
20212,04757841,21,0,1,105,D,,A,252,D,1,D
20212,04759191,17,0,1,105,D,,A,395,F,1,D
20212,04760191,21,0,1,120,D,,A,5000,D,1,D
20212,04760231,24,0,1,105,D,,A,250,D,1,D
20212,04760281,12,0,1,105,D,,A,489,D,1,D
20212,04760381,16,0,1,105,D,,A,3900,D,2,D
20212,04762491,11,0,1,105,D,,A,200,D,1,D
20212,04762731,41,0,1,150,D,,A,60,D,2,D
20212,04764431,28,0,1,105,D,,A,498,D,2,D
20212,04765271,27,0,1,105,D,,A,300,D,2,D
20212,04765311,16,0,1,105,D,,A,400,D,1,D
20212,04766161,24,0,1,105,D,,A,400,D,2,D
20212,04767171,16,0,1,105,D,,A,556,D,1,D
20212,04767751,18,0,1,105,D,,A,395,F,2,D
20212,04768261,27,0,1,105,D,,A,624,D,2,D
20212,04768761,13,0,1,105,D,,A,450,D,1,D
20212,04768961,22,0,1,105,D,,A,237,D,1,D
20213,04544674,34,0,1,105,D,,A,140,D,1,D
20213,04544774,31,0,1,105,D,,A,2300,D,1,D
20213,04545184,41,0,1,105,D,,A,280,D,2,D
20213,04545904,25,0,1,105,D,.50,D,240,D,1,D
20213,04546134,30,0,1,105,D,,A,690,D,2,D
20213,04547354,28,0,1,105,D,,A,450,D,1,D
20213,04547744,41,0,1,105,D,,A,1000,D,1,D
20213,04548884,32,0,1,105,D,,A,657,D,1,D
20213,04550414,18,0,1,105,D,,A,500,D,1,D
20213,04551334,36,0,1,105,D,,A,289,F,2,D
20213,04552914,24,0,1,105,D,,A,500,D,2,D
20213,04553044,58,0,1,105,D,,A,250,D,2,D
20213,04553764,19,0,1,105,D,,A,1500,D,2,D
20213,04557194,6,0,1,105,D,,A,400,D,2,D
20213,04557374,28,0,1,105,D,,A,155,D,1,D
20213,04558094,36,0,1,105,D,,A,180,D,1,D
20213,04558844,13,0,1,105,D,,A,300,D,2,D
20213,04563644,21,0,1,105,D,,A,112,D,2,D
20213,04565694,13,0,1,105,D,,A,493,F,2,D
20213,04568524,29,0,1,105,D,,A,200,D,1,D
20213,04569034,14,0,1,105,D,,A,442,D,2,D
20213,04569174,35,0,1,105,D,,A,45,D,2,D
20213,04571764,30,0,1,160,D,,A,350,D,1,D
20213,04571834,31,0,1,105,D,,A,113,D,2,D
20213,04572684,25,0,1,105,D,,A,107,D,2,D
20213,04573114,9,0,1,105,D,,A,236,D,2,D
20213,04573624,22,0,1,180,D,,A,230,D,1,D
20213,04574624,34,0,1,105,D,,A,215,D,1,D
20213,04574804,61,0,1,105,D,,A,500,D,1,D
20213,04576404,38,0,1,200,D,,A,350,D,1,D
20213,04577454,29,0,1,105,D,,A,1000,D,1,D
20213,04579384,45,0,1,105,D,,A,843,D,1,D
20213,04611473,15,0,1,105,D,,A,40,D,2,D
20213,04611983,23,0,1,160,D,,A,1500,D,1,D
20213,04612703,51,0,1,105,D,,A,270,D,2,D
20213,04615933,41,0,1,200,D,,A,1500,D,1,D
20213,04616773,21,0,1,105,D,,A,300,D,2,D
20213,04617173,29,0,1,105,D,,A,657,D,1,D
20213,04617173,30,0,1,105,D,,A,1097,D,1,D
20213,04618743,39,0,1,105,D,,A,110,D,1,D
20213,04618893,26,0,1,105,D,,A,495,D,1,D
20213,04618933,14,0,1,105,D,,A,565,D,1,D
20213,04620113,31,0,1,105,D,,A,625,D,1,D
20213,04620773,19,0,1,105,D,,A,600,D,1,D
20213,04620913,60,0,1,160,D,,A,120,D,1,D
20213,04621013,17,0,1,105,D,,A,347,D,1,D
20213,04652433,41,0,1,105,D,,A,400,D,1,D
20213,04652643,45,0,1,105,D,,A,873,D,1,D
20213,04653043,31,0,1,105,D,,A,100,D,2,D
20213,04653273,18,0,1,105,D,,A,500,D,1,D
20213,04653433,37,0,1,105,D,,A,1500,D,1,D
20213,04653543,35,0,1,105,D,,A,120,D,1,D
20213,04653613,16,0,1,105,D,,A,200,D,1,D
20213,04655143,29,0,1,105,D,,A,300,D,1,D
20213,04655713,26,0,1,105,D,,A,800,D,1,D
20213,04655973,11,0,1,105,D,,A,700,D,1,D
20213,04657093,13,0,1,105,D,,A,75,D,2,D
20213,04657123,18,0,1,105,D,,A,250,D,1,D
20213,04657313,18,0,1,105,D,,A,215,D,2,D
20213,04658193,49,0,1,105,D,,A,320,D,1,D
20213,04658193,50,0,1,105,D,,A,270,D,1,D
20213,04659003,53,0,1,105,D,,A,480,D,1,D
20213,04659003,54,0,1,105,D,,A,366,D,1,D
20213,04660413,48,0,1,105,D,,A,200,D,1,D
20213,04660433,22,0,1,105,D,,A,100,D,2,D
20213,04660843,22,0,1,105,D,,A,593,D,2,D
20213,04660883,25,0,1,105,D,,A,200,D,2,D
20213,04661923,25,0,1,105,D,,A,250,D,1,D
20213,04661923,26,0,1,105,D,,A,250,D,1,D
20213,04661923,27,0,1,105,D,,A,250,D,1,D
20213,04662743,40,0,1,105,D,,A,1250,D,1,D
20213,04679813,24,0,1,105,D,,A,110,D,1,D
20213,04681684,16,0,1,105,D,,A,495,D,1,D
20213,04681684,17,0,1,105,D,,A,495,D,1,D
20213,04682803,15,0,1,105,D,,A,200,D,1,D
20213,04684333,26,0,1,105,D,,A,200,D,2,D
20213,04685593,23,0,1,105,D,,A,1500,D,2,D
20213,04685863,20,0,1,105,D,,A,310,D,1,D
20213,04686673,12,0,1,105,D,,A,850,D,2,D
20213,04686833,23,0,1,105,D,,A,112,D,1,D
20213,04688033,37,0,1,105,D,,A,212,D,1,D
20213,04689893,46,0,1,105,D,,A,165,D,1,D
20213,04690113,31,0,1,105,D,,A,647,D,1,D
20213,04690113,32,0,1,105,D,,A,435,D,1,D
20213,04735892,31,0,1,105,D,,A,1200,D,1,D
20213,04736862,34,0,1,105,D,,A,84,D,1,D
20213,04737302,38,0,1,105,D,,A,270,D,1,D
20213,04737572,23,0,1,105,D,,A,770,D,1,D
20213,04737642,2,0,1,200,D,,A,233,D,2,D
20213,04737692,26,0,1,105,D,,A,395,D,1,D
20213,04739462,28,0,1,105,D,,A,2000,D,2,D
20213,04739852,34,0,1,105,D,,A,315,D,1,D
20213,04740722,24,0,1,105,D,,A,200,D,1,D
20213,04740812,46,0,1,105,D,,A,25,D,2,D
20213,04741002,50,0,1,105,D,,A,1481,D,1,D
20213,04741002,51,0,1,105,D,,A,1200,D,1,D
20213,04741002,52,0,1,105,D,,A,4000,D,1,D
20213,04741022,50,0,1,105,D,,A,1156,D,1,D
20213,04744552,18,0,1,105,D,,A,100,D,1,D
20213,04744802,38,0,1,200,D,,A,100,D,2,D
20213,04746812,18,0,1,105,D,,A,607,F,1,D
20213,04747352,62,0,1,105,D,,A,120,D,1,D
20213,04747952,20,0,1,105,D,,A,250,D,2,D
20213,04748022,11,0,1,105,D,,A,200,D,2,D
20213,04748092,28,0,1,105,D,,A,80,D,1,D
20213,04748432,30,0,1,105,D,,A,365,D,2,D
20213,04749482,34,0,1,105,D,,A,1000,D,1,D
20213,04749692,21,0,1,105,D,,A,240,D,1,D
20213,04750192,23,0,1,105,D,,A,500,D,1,D
20213,04750252,30,0,1,105,D,,A,70,D,2,D
20213,04750482,22,0,1,105,D,,A,170,D,2,D
20213,04751482,29,0,1,105,D,,A,550,D,1,D
20213,04751732,22,0,1,105,D,,A,250,D,1,D
20213,04751792,25,0,1,105,D,,A,1100,D,1,D
20213,04751852,10,0,1,105,D,,A,300,D,1,D
20213,04752844,17,0,1,105,D,,A,450,D,1,D
20213,04754392,29,0,1,105,D,,A,289,F,1,D
20213,04754512,57,0,1,105,D,.10,D,491,D,1,D
20213,04756542,14,0,1,105,D,,A,280,D,1,D
20213,04757192,32,0,1,105,D,,A,1375,D,1,D
20213,04757842,15,0,1,105,D,,A,336,D,1,D
20213,04760282,15,0,1,105,D,,A,1000,D,1,D
20213,04760762,18,0,1,105,D,,A,375,D,1,D
20213,04761792,21,0,1,105,D,,A,700,D,1,D
20213,04762492,14,0,1,105,D,,A,360,D,1,D
20213,04762832,31,0,1,105,D,,A,300,D,1,D
20213,04763342,5,0,1,105,D,,A,350,D,1,D
20213,04763872,13,0,1,105,D,,A,290,F,1,D
20213,04763952,41,0,1,105,D,,A,321,D,2,D
20213,04763962,23,0,1,105,D,,A,289,F,2,D
20213,04765232,25,0,1,105,D,,A,600,D,1,D
20213,04766672,48,0,1,105,D,,A,450,D,1,D
20213,04766752,25,0,1,105,D,,A,178,D,1,D
20213,04767112,65,0,1,105,D,,A,91,D,2,D
20213,04767892,30,0,1,105,D,,A,1400,D,1,D
20213,04768884,27,0,1,105,D,,A,670,D,1,D
20213,04768962,28,0,1,105,D,,A,645,D,2,D
20213,04769482,23,0,1,105,D,,A,600,D,1,D
20213,04769652,20,0,1,105,D,,A,260,D,1,D
20213,04769652,21,0,1,105,D,,A,300,D,1,D
20213,04769652,22,0,1,105,D,,A,167,D,1,D
20213,04769722,29,0,1,105,D,,A,600,D,1,D
20213,04816501,24,0,1,105,D,,A,800,D,1,D
20213,04818911,9,0,1,105,D,,A,135,D,2,D
20213,04819131,9,0,1,105,D,,A,500,D,1,D
20213,04819201,15,0,1,105,D,,A,906,D,2,D
20213,04819391,22,0,1,105,D,,A,900,D,1,D
20213,04819471,18,0,1,105,D,,A,290,F,2,D
20213,04819851,25,0,1,105,D,,A,448,D,1,D
20213,04820691,22,0,1,105,D,,A,1600,D,1,D
20213,04821471,19,0,1,105,D,,A,504,D,1,D
20213,04822181,20,0,1,105,D,,A,700,D,1,D
20213,04822711,13,0,1,105,D,,A,200,D,1,D
20213,04823211,13,0,1,105,D,,A,567,F,1,D
20213,04823251,4,0,1,105,D,,A,493,F,1,D
20213,04823301,19,0,1,105,D,,A,800,D,1,D
20213,04823891,41,0,1,105,D,,A,285,D,1,D
20213,04826761,18,0,1,105,D,,A,300,D,1,D
20213,04826971,10,0,1,105,D,,A,399,D,2,D
20213,04827211,21,0,1,105,D,,A,270,D,1,D
20213,04827231,51,0,1,160,D,,A,225,D,1,D
20213,04827861,15,0,1,180,D,,A,45,D,2,D
20213,04828571,34,0,1,105,D,.50,D,305,D,1,D
20213,04828681,23,0,1,105,D,,A,100,D,1,D
20213,04829051,44,0,1,105,D,,A,75,D,2,D
20213,04829051,45,0,1,170,D,,A,25,D,1,D
20213,04829161,16,0,1,105,D,,A,275,D,1,D
20213,04829521,30,0,1,105,D,,A,54,D,2,D
20213,04830623,20,0,1,105,D,,A,175,D,2,D
20213,04831642,6,0,1,105,D,,A,172,D,2,D
20213,04831681,20,0,1,105,D,,A,600,D,1,D
20213,04832811,35,0,1,105,D,,A,300,D,1,D
20213,04832951,25,0,1,160,D,,A,795,D,1,D
20213,04832981,8,0,1,105,D,,A,60,D,2,D
20213,04833241,33,0,1,105,D,,A,250,D,2,D
20213,04833721,27,0,1,105,D,,A,800,D,1,D
20213,04835671,19,0,1,105,D,,A,360,D,2,D
20213,04835991,26,0,1,105,D,,A,366,D,1,D
20213,04836221,9,0,1,105,D,,A,140,D,2,D
20213,04836542,14,0,1,105,D,,A,1100,D,1,D
20213,04836542,15,0,1,105,D,,A,95,D,1,D
20213,04836831,10,0,1,105,D,,A,50,D,2,D
20213,04837971,12,0,1,105,D,,A,900,D,1,D
20213,04838171,33,0,1,105,D,,A,300,D,1,D
20213,04838381,15,0,1,105,D,,A,200,D,1,D
20213,04838861,12,0,1,105,D,,A,400,D,1,D
20213,04838991,13,0,1,200,D,,A,4000,D,1,D
20213,04840211,21,0,1,105,D,,A,450,D,1,D
20213,04840661,17,0,1,105,D,,A,200,D,2,D
20213,04840861,35,0,1,180,D,,A,45,D,2,D
20213,04841231,19,0,1,105,D,,A,330,D,1,D
20213,04841831,33,0,1,180,D,,A,270,D,1,D
20213,04841863,21,0,1,105,D,,A,30,D,2,D
20213,04841941,25,0,1,105,D,,A,40,D,2,D
20213,04842831,12,0,1,105,D,,A,289,F,2,D
20213,04844561,19,0,1,160,D,,A,100,D,1,D
20213,04844654,20,0,1,105,D,,A,90,D,2,D
20213,04845401,26,0,1,105,D,,A,500,D,2,D
20213,04845461,19,0,1,105,D,1.0,D,0,D,2,D
20213,04845681,20,0,1,105,D,,A,500,D,2,D
20213,04847591,36,0,1,105,D,,A,400,D,1,D
20213,04847591,37,0,1,105,D,,A,600,D,1,D
20213,04847641,36,0,1,105,D,,A,450,D,2,D
20213,04848701,22,0,1,160,D,,A,350,D,2,D
20213,04849301,13,0,1,105,D,,A,725,D,1,D
20213,04849551,35,0,1,105,D,,A,1500,D,1,D
20213,04849774,30,0,1,105,D,,A,45,D,2,D
20214,04611464,18,0,1,105,D,,A,360,D,1,D
20214,04611544,66,0,1,105,D,,A,654,D,1,D
20214,04613294,49,0,1,105,D,,A,1500,D,1,D
20214,04614134,32,0,1,120,D,,A,200,D,1,D
20214,04614194,32,0,1,105,D,,A,442,D,1,D
20214,04614224,29,0,1,180,D,,A,350,D,1,D
20214,04614904,15,0,1,105,D,,A,80,D,1,D
20214,04615364,23,0,1,105,D,,A,700,D,1,D
20214,04617534,14,0,1,105,D,,A,484,D,1,D
