QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20212,04422184,50,0,1,,H,,A
20212,04422184,50,1,1,20,E,120,D
20212,04422184,50,2,1,2,E,140,D
20212,04422184,50,3,1,94,E,150,D
20212,04422184,50,4,1,34,E,190,D
20212,04422864,69,0,1,,H,,A
20212,04422864,69,1,1,1573,E,120,D
20212,04422864,69,2,1,6503,U,130,D
20212,04422864,69,3,1,211,E,140,D
20212,04422864,69,4,1,8098,E,150,D
20212,04422864,69,5,1,476,E,160,D
20212,04422864,69,6,1,2768,E,190,D
20212,04422864,69,7,1,2007,E,210,D
20212,04422864,69,8,1,1992,E,220,D
20212,04425174,23,0,1,,H,,A
20212,04425174,23,1,1,1000,E,130,D
20212,04428644,19,0,1,,H,,A
20212,04428644,19,1,1,119,E,100,D
20212,04428644,19,2,1,31,E,110,D
20212,04462824,36,0,1,,H,,A
20212,04462824,36,1,1,28,E,100,D
20212,04462824,36,2,1,11,E,110,D
20212,04462824,36,3,1,64,E,130,D
20212,04462824,36,4,1,18,E,210,D
20212,04462824,36,5,1,19,E,220,D
20212,04464524,58,0,1,,H,,A
20212,04464524,58,1,1,33,E,120,D
20212,04464524,58,2,1,161,E,130,D
20212,04464524,58,3,1,5,E,140,D
20212,04464524,58,4,1,166,E,150,D
20212,04464524,58,5,1,8,E,160,D
20212,04464524,58,6,1,14,E,170,D
20212,04464524,58,7,1,13,E,190,D
20212,04464604,45,0,1,,H,,A
20212,04464604,45,1,1,115,E,210,D
20212,04464604,45,2,1,125,E,220,D
20212,04467634,15,0,1,,H,,A
20212,04467634,15,1,1,31,E,120,D
20212,04467634,15,2,1,8,E,140,D
20212,04467634,15,3,1,174,E,150,D
20212,04467634,15,4,1,9,E,160,D
20212,04467634,15,5,1,14,E,170,D
20212,04467634,15,6,1,14,E,190,D
20212,04467804,29,0,1,,H,,A
20212,04467804,29,1,1,75,E,120,D
20212,04467804,29,2,1,13,E,140,D
20212,04467804,29,3,1,422,E,150,D
20212,04467804,29,4,1,22,E,160,D
20212,04467804,29,5,1,35,E,170,D
20212,04467804,29,6,1,33,E,190,D
20212,04469724,22,0,1,,H,,A
20212,04469724,22,1,1,7,E,120,D
20212,04469724,22,2,1,24,E,150,D
20212,04469724,22,3,1,1,E,160,D
20212,04469724,22,4,1,8,E,190,D
20212,04503304,39,0,1,,H,,A
20212,04503304,39,1,1,41,E,120,D
20212,04503304,39,2,1,5,E,140,D
20212,04503304,39,3,1,200,E,150,D
20212,04503304,39,4,1,11,E,160,D
20212,04503304,39,5,1,68,E,190,D
20212,04512654,31,0,1,,H,,A
20212,04512654,31,1,1,445,G,100,D
20212,04512654,31,2,1,127,G,110,D
20212,04512654,31,3,1,183,G,120,D
20212,04512654,31,4,1,1011,G,130,D
20212,04512654,31,5,1,33,G,140,D
20212,04512654,31,6,1,924,G,150,D
20212,04512654,31,7,1,338,G,190,D
20212,04512654,31,8,1,295,G,210,D
20212,04512654,31,9,1,300,G,220,D
20212,04513304,27,0,1,,H,,A
20212,04513304,27,1,1,34,E,120,D
20212,04513304,27,2,1,5,E,140,D
20212,04513304,27,3,1,167,E,150,D
20212,04513304,27,4,1,122,E,160,D
20212,04513304,27,5,1,38,E,170,D
20212,04513304,27,6,1,78,E,180,D
20212,04513304,27,7,1,56,E,190,D
20212,04513824,23,0,1,,H,,A
20212,04513824,23,1,1,133,E,120,D
20212,04513824,23,2,1,846,E,130,D
20212,04513824,23,3,1,27,E,140,D
20212,04513824,23,4,1,918,E,150,D
20212,04513824,23,5,1,414,E,160,D
20212,04513824,23,6,1,30,E,170,D
20212,04513824,23,7,1,477,E,180,D
20212,04513824,23,8,1,155,E,190,D
20212,04547043,24,0,1,,H,,A
20212,04547043,24,1,1,15,E,120,D
20212,04547043,24,2,1,5,E,140,D
20212,04547043,24,3,1,106,E,150,D
20212,04547043,24,4,1,48,E,160,D
20212,04547043,24,5,1,3,E,170,D
20212,04547043,24,6,1,55,E,180,D
20212,04547043,24,7,1,18,E,190,D
20212,04549113,38,0,1,,H,,A
20212,04549113,38,1,1,18,E,120,D
20212,04549113,38,2,1,3,E,140,D
20212,04549113,38,3,1,130,E,150,D
20212,04549113,38,4,1,57,E,160,D
20212,04549113,38,5,1,4,E,170,D
20212,04549113,38,6,1,66,E,180,D
20212,04549113,38,7,1,21,E,190,D
20212,04549113,39,0,1,,H,,A
20212,04549113,39,1,1,1000,E,130,D
20212,04549203,45,0,1,,H,,A
20212,04549203,45,1,1,43,E,120,D
20212,04549203,45,2,1,6,E,140,D
20212,04549203,45,3,1,184,E,150,D
20212,04549203,45,4,1,136,E,160,D
20212,04549203,45,5,1,43,E,170,D
20212,04549203,45,6,1,87,E,180,D
20212,04549203,45,7,1,63,E,190,D
20212,04549203,45,8,1,61,E,210,D
20212,04549203,45,9,1,77,E,220,D
20212,04552303,37,0,1,,H,,A
20212,04552303,37,1,1,218,E,100,D
20212,04552303,37,2,1,62,E,110,D
20212,04552303,37,3,1,89,E,120,D
20212,04552303,37,4,1,499,E,130,D
20212,04552303,37,5,1,14,E,140,D
20212,04552303,37,6,1,453,E,150,D
20212,04552303,37,7,1,165,E,190,D
20212,04566323,31,0,1,,H,,A
20212,04566323,31,1,1,45,E,120,D
20212,04566323,31,2,1,6,E,140,D
20212,04566323,31,3,1,219,E,150,D
20212,04566323,31,4,1,80,E,190,D
20212,04568763,27,0,1,,H,,A
20212,04568763,27,1,1,18,E,120,D
20212,04568763,27,2,1,2,E,140,D
20212,04568763,27,3,1,73,E,150,D
20212,04568763,27,4,1,54,E,160,D
20212,04568763,27,5,1,17,E,170,D
20212,04568763,27,6,1,35,E,180,D
20212,04568763,27,7,1,25,E,190,D
20212,04571493,59,0,1,,H,,A
20212,04571493,59,1,1,20,E,120,D
20212,04571493,59,2,1,3,E,140,D
20212,04571493,59,3,1,98,E,150,D
20212,04571493,59,4,1,73,E,160,D
20212,04571493,59,5,1,27,E,170,D
20212,04571493,59,6,1,46,E,180,D
20212,04571493,59,7,1,33,E,190,D
20212,04613312,32,0,1,,H,,A
20212,04613312,32,1,1,40,E,100,D
20212,04613312,32,2,1,18,E,110,D
20212,04613312,32,3,1,25,E,120,D
20212,04613312,32,4,1,1,E,140,D
20212,04613312,32,5,1,194,E,150,D
20212,04613312,32,6,1,22,E,170,D
20212,04614582,29,0,1,,H,,A
20212,04614582,29,1,1,65,E,100,D
20212,04614582,29,2,1,18,E,110,D
20212,04614582,29,3,1,25,E,120,D
20212,04614582,29,4,1,109,E,130,D
20212,04614582,29,5,1,3,E,140,D
20212,04614582,29,6,1,129,E,150,D
20212,04614582,29,7,1,7,E,160,D
20212,04614582,29,8,1,44,E,190,D
20212,04616962,37,0,1,,H,,A
20212,04616962,37,1,1,310,E,130,D
20212,04618282,52,0,1,,H,,A
20212,04618282,52,1,1,199,E,130,D
20212,04618302,36,0,1,,H,,A
20212,04618302,36,1,1,30,E,120,D
20212,04618302,36,2,1,6,E,140,D
20212,04618302,36,3,1,215,E,150,D
20212,04618302,36,4,1,96,E,160,D
20212,04618302,36,5,1,7,E,170,D
20212,04618302,36,6,1,110,E,180,D
20212,04618302,36,7,1,36,E,190,D
20212,04618473,65,0,1,,H,,A
20212,04618473,65,1,1,30,E,120,D
20212,04618473,65,2,1,5,E,140,D
20212,04618473,65,3,1,176,E,150,D
20212,04618473,65,4,1,79,E,160,D
20212,04618473,65,5,1,5,E,170,D
20212,04618473,65,6,1,91,E,180,D
20212,04618473,65,7,1,29,E,190,D
20212,04652262,9,0,1,,H,,A
20212,04652262,9,1,1,394,E,100,D
20212,04652262,9,2,1,106,E,110,D
20212,04652442,25,0,1,,H,,A
20212,04652442,25,1,1,68,E,100,D
20212,04652442,25,2,1,22,E,110,D
20212,04652442,25,3,1,35,E,120,D
20212,04652442,25,4,1,6,E,140,D
20212,04652442,25,5,1,197,E,150,D
20212,04652442,25,6,1,10,E,160,D
20212,04652442,25,7,1,16,E,170,D
20212,04652442,25,8,1,16,E,190,D
20212,04661922,24,0,1,,C,100,D
20212,04662122,31,0,1,,H,,A
20212,04662122,31,1,1,120,E,100,D
20212,04662122,31,2,1,30,E,110,D
20212,04662122,31,3,1,40,E,120,D
20212,04662122,31,4,1,8,E,140,D
20212,04662122,31,5,1,277,E,150,D
20212,04662122,31,6,1,125,E,160,D
20212,04662122,31,7,1,9,E,170,D
20212,04662122,31,8,1,144,E,180,D
20212,04662122,31,9,1,47,E,190,D
20212,04663122,74,0,1,,H,,A
20212,04663122,74,1,1,67,E,100,D
20212,04663122,74,2,1,19,E,110,D
20212,04663122,74,3,1,25,E,120,D
20212,04663122,74,4,1,112,E,130,D
20212,04663122,74,5,1,3,E,140,D
20212,04663122,74,6,1,132,E,150,D
20212,04663122,74,7,1,7,E,160,D
20212,04663122,74,8,1,45,E,190,D
20212,04679002,46,0,1,,H,,A
20212,04679002,46,1,1,32,E,120,D
20212,04679002,46,2,1,6,E,140,D
20212,04679002,46,3,1,223,E,150,D
20212,04679002,46,4,1,100,E,160,D
20212,04679002,46,5,1,7,E,170,D
20212,04679002,46,6,1,115,E,180,D
20212,04679002,46,7,1,37,E,190,D
20212,04680842,33,0,1,,H,,A
20212,04680842,33,1,1,377,E,100,D
20212,04680842,33,2,1,129,E,110,D
20212,04680842,33,3,1,210,E,120,D
20212,04680842,33,4,1,1134,E,130,D
20212,04680842,33,5,1,38,E,140,D
20212,04680842,33,6,1,1167,E,150,D
20212,04680842,33,7,1,62,E,160,D
20212,04680842,33,8,1,98,E,170,D
20212,04680842,33,9,1,94,E,190,D
20212,04680842,33,10,1,165,E,210,D
20212,04680842,33,11,1,182,E,220,D
20212,04682462,23,0,1,,H,,A
20212,04682462,23,1,1,123,E,210,D
20212,04682462,23,2,1,152,E,220,D
20212,04683732,34,0,1,,H,,A
20212,04683732,34,1,1,145,E,100,D
20212,04683732,34,2,1,41,E,110,D
20212,04683732,34,3,1,59,E,120,D
20212,04683732,34,4,1,330,E,130,D
20212,04683732,34,5,1,9,E,140,D
20212,04683732,34,6,1,306,E,150,D
20212,04683732,34,7,1,110,E,190,D
20212,04685692,66,0,1,,H,,A
20212,04685692,66,1,1,6,E,120,D
20212,04685692,66,2,1,21,E,150,D
20212,04685692,66,3,1,8,E,190,D
20212,04687032,52,0,1,,H,,A
20212,04687032,52,1,1,117,E,100,D
20212,04687032,52,2,1,30,E,110,D
20212,04687032,52,3,1,43,E,120,D
20212,04687032,52,4,1,8,E,140,D
20212,04687032,52,5,1,277,E,150,D
20212,04687032,52,6,1,125,E,160,D
20212,04687032,52,7,1,9,E,170,D
20212,04687032,52,8,1,144,E,180,D
20212,04687032,52,9,1,47,E,190,D
20212,04737131,33,0,1,,H,,A
20212,04737131,33,1,1,6503,U,130,D
20212,04741411,18,0,1,,H,,A
20212,04741411,18,1,1,50,E,100,D
20212,04741411,18,2,1,15,E,110,D
20212,04741411,18,3,1,25,E,120,D
20212,04741411,18,4,1,137,E,130,D
20212,04741411,18,5,1,4,E,140,D
20212,04741411,18,6,1,140,E,150,D
20212,04741411,18,7,1,7,E,160,D
20212,04741411,18,8,1,11,E,170,D
20212,04741411,18,9,1,11,E,190,D
20212,04744091,44,0,1,,H,,A
20212,04744091,44,1,1,35,E,120,D
20212,04744091,44,2,1,4,E,140,D
20212,04744091,44,3,1,188,E,150,D
20212,04744091,44,4,1,10,E,160,D
20212,04744091,44,5,1,63,E,190,D
20212,04745821,23,0,1,,H,,A
20212,04745821,23,1,1,65,E,120,D
20212,04745821,23,2,1,4,E,140,D
20212,04745821,23,3,1,494,E,150,D
20212,04745821,23,4,1,57,E,170,D
20212,04748091,34,0,1,,H,,A
20212,04748091,34,1,1,364,E,100,D
20212,04748091,34,2,1,104,E,110,D
20212,04748091,34,3,1,152,E,120,D
20212,04748091,34,4,1,826,E,130,D
20212,04748091,34,5,1,23,E,140,D
20212,04748091,34,6,1,755,E,150,D
20212,04748091,34,7,1,276,E,190,D
20212,04749081,70,0,1,,H,,A
20212,04749081,70,1,1,102,E,100,D
20212,04749081,70,2,1,30,E,110,D
20212,04749081,70,3,1,35,E,120,D
20212,04749081,70,4,1,7,E,140,D
20212,04749081,70,5,1,242,E,150,D
20212,04749081,70,6,1,109,E,160,D
20212,04749081,70,7,1,8,E,170,D
20212,04749081,70,8,1,126,E,180,D
20212,04749081,70,9,1,41,E,190,D
20212,04749611,15,0,1,,H,,A
20212,04749611,15,1,1,66,E,120,D
20212,04749611,15,2,1,15,E,140,D
20212,04749611,15,3,1,371,E,150,D
20212,04749611,15,4,1,148,E,190,D
20212,04751731,38,0,1,,C,100,D
20212,04753891,28,0,1,,H,,A
20212,04753891,28,1,1,38,E,120,D
20212,04753891,28,2,1,4,E,140,D
20212,04753891,28,3,1,185,E,150,D
20212,04753891,28,4,1,10,E,160,D
20212,04753891,28,5,1,63,E,190,D
20212,04761581,36,0,1,,H,,A
20212,04761581,36,1,1,70,E,120,D
20212,04761581,36,2,1,9,E,140,D
20212,04761581,36,3,1,354,E,150,D
20212,04761581,36,4,1,20,E,160,D
20212,04761581,36,5,1,121,E,190,D
20212,04768261,31,0,1,,H,,A
20212,04768261,31,1,1,16,E,120,D
20212,04768261,31,2,1,3,E,140,D
20212,04768261,31,3,1,117,E,150,D
20212,04768261,31,4,1,57,E,160,D
20212,04768261,31,5,1,3,E,170,D
20212,04768261,31,6,1,60,E,180,D
20212,04768261,31,7,1,19,E,190,D
20213,04557924,51,0,1,,H,,A
20213,04557924,51,1,1,315,E,120,D
20213,04557924,51,2,1,39,E,140,D
20213,04557924,51,3,1,1988,E,150,D
20213,04557924,51,4,1,271,E,160,D
20213,04557924,51,5,1,69,E,170,D
20213,04557924,51,6,1,55,E,180,D
20213,04557924,51,7,1,181,E,190,D
20213,04560674,29,0,1,,H,,A
20213,04560674,29,1,1,637,E,120,D
20213,04560674,29,2,1,80,E,140,D
20213,04560674,29,3,1,3586,E,150,D
20213,04560674,29,4,1,589,E,160,D
20213,04560674,29,5,1,249,E,170,D
20213,04560674,29,6,1,222,E,180,D
20213,04560674,29,7,1,637,E,190,D
20213,04565034,29,0,1,,H,,A
20213,04565034,29,1,1,624,E,100,D
20213,04565034,29,2,1,171,E,110,D
20213,04565034,29,3,1,313,E,120,D
20213,04565034,29,4,1,6503,U,130,D
20213,04565034,29,5,1,40,E,140,D
20213,04565034,29,6,1,2000,E,150,D
20213,04565034,29,7,1,273,E,160,D
20213,04565034,29,8,1,69,E,170,D
20213,04565034,29,9,1,55,E,180,D
20213,04565034,29,10,1,182,E,190,D
20213,04565034,29,11,1,328,E,210,D
20213,04565034,29,12,1,512,E,220,D
20213,04571964,23,0,1,,H,,A
20213,04571964,23,1,1,91,E,100,D
20213,04571964,23,2,1,22,E,110,D
20213,04571964,23,3,1,44,E,120,D
20213,04571964,23,4,1,212,E,130,D
20213,04571964,23,5,1,6,E,140,D
20213,04571964,23,6,1,249,E,150,D
20213,04571964,23,7,1,27,E,160,D
20213,04571964,23,8,1,14,E,170,D
20213,04571964,23,9,1,35,E,190,D
20213,04575704,28,0,1,,H,,A
20213,04575704,28,1,1,59,E,120,D
20213,04575704,28,2,1,405,E,130,D
20213,04575704,28,3,1,7,E,140,D
20213,04575704,28,4,1,430,E,150,D
20213,04575704,28,5,1,55,E,160,D
20213,04575704,28,6,1,11,E,170,D
20213,04575704,28,7,1,159,E,180,D
20213,04575704,28,8,1,74,E,190,D
20213,04610033,31,0,1,,H,,A
20213,04610033,31,1,1,138,E,130,D
20213,04613823,34,0,1,,H,,A
20213,04613823,34,1,1,489,E,100,D
20213,04613823,34,2,1,101,E,110,D
20213,04613823,34,3,1,148,E,120,D
20213,04613823,34,4,1,20,E,140,D
20213,04613823,34,5,1,1145,E,150,D
20213,04613823,34,6,1,146,E,160,D
20213,04613823,34,7,1,29,E,170,D
20213,04613823,34,8,1,423,E,180,D
20213,04613823,34,9,1,199,E,190,D
20213,04614664,39,0,1,,H,,A
20213,04614664,39,1,1,60,E,100,D
20213,04614664,39,2,1,13,E,110,D
20213,04614664,39,3,1,28,E,120,D
20213,04614664,39,4,1,133,E,130,D
20213,04614664,39,5,1,3,E,140,D
20213,04614664,39,6,1,156,E,150,D
20213,04614664,39,7,1,17,E,160,D
20213,04614664,39,8,1,8,E,170,D
20213,04614664,39,9,1,22,E,190,D
20213,04614664,39,10,1,39,E,210,D
20213,04614664,39,11,1,16,E,220,D
20213,04616963,53,0,1,,H,,A
20213,04616963,53,1,1,182,E,120,D
20213,04616963,53,2,1,836,E,130,D
20213,04616963,53,3,1,23,E,140,D
20213,04616963,53,4,1,1167,E,150,D
20213,04616963,53,5,1,164,E,160,D
20213,04616963,53,6,1,40,E,170,D
20213,04616963,53,7,1,32,E,180,D
20213,04616963,53,8,1,106,E,190,D
20213,04617383,21,0,1,,H,,A
20213,04617383,21,1,1,11,E,100,D
20213,04617383,21,2,1,3,E,110,D
20213,04617383,21,3,1,5,E,120,D
20213,04617383,21,4,1,33,E,150,D
20213,04617383,21,5,1,2,E,160,D
20213,04617383,21,6,1,1,E,190,D
20213,04655143,31,0,1,,H,,A
20213,04655143,31,1,1,34,E,100,D
20213,04655143,31,2,1,7,E,110,D
20213,04655143,31,3,1,16,E,120,D
20213,04655143,31,4,1,76,E,130,D
20213,04655143,31,5,1,2,E,140,D
20213,04655143,31,6,1,89,E,150,D
20213,04655143,31,7,1,9,E,160,D
20213,04655143,31,8,1,5,E,170,D
20213,04655143,31,9,1,12,E,190,D
20213,04655233,18,0,1,,H,,A
20213,04655233,18,1,1,55,E,100,D
20213,04655233,18,2,1,15,E,110,D
20213,04656273,31,0,1,,H,,A
20213,04656273,31,1,1,107,E,210,D
20213,04656273,31,2,1,93,E,220,D
20213,04660413,50,0,1,,H,,A
20213,04660413,50,1,1,87,E,100,D
20213,04660413,50,2,1,24,E,110,D
20213,04660413,50,3,1,40,E,120,D
20213,04660413,50,4,1,201,E,130,D
20213,04660413,50,5,1,5,E,140,D
20213,04660413,50,6,1,235,E,150,D
20213,04660413,50,7,1,38,E,160,D
20213,04660413,50,8,1,16,E,170,D
20213,04660413,50,9,1,14,E,180,D
20213,04660413,50,10,1,41,E,190,D
20213,04660413,50,11,1,57,E,210,D
20213,04660413,50,12,1,42,E,220,D
20213,04661923,31,0,1,,H,,A
20213,04661923,31,1,1,25,E,100,D
20213,04661923,31,2,1,5,E,110,D
20213,04661923,31,3,1,7,E,120,D
20213,04661923,31,4,1,55,E,130,D
20213,04661923,31,5,1,1,E,140,D
20213,04661923,31,6,1,65,E,150,D
20213,04661923,31,7,1,7,E,160,D
20213,04661923,31,8,1,1,E,170,D
20213,04661923,31,9,1,21,E,180,D
20213,04661923,31,10,1,10,E,190,D
20213,04661923,31,11,1,11,E,210,D
20213,04661923,31,12,1,12,E,220,D
20213,04662993,45,0,1,,H,,A
20213,04662993,45,1,1,134,E,120,D
20213,04662993,45,2,1,17,E,140,D
20213,04662993,45,3,1,725,E,150,D
20213,04662993,45,4,1,80,E,160,D
20213,04662993,45,5,1,41,E,170,D
20213,04662993,45,6,1,103,E,190,D
20213,04682463,43,0,1,,H,,A
20213,04682463,43,1,1,34,E,120,D
20213,04682463,43,2,1,3,E,140,D
20213,04682463,43,3,1,175,E,150,D
20213,04682463,43,4,1,28,E,160,D
20213,04682463,43,5,1,12,E,170,D
20213,04682463,43,6,1,10,E,180,D
20213,04682463,43,7,1,31,E,190,D
20213,04684753,777,0,1,,H,,A
20213,04684753,777,1,1,259,E,120,D
20213,04684753,777,2,1,32,E,140,D
20213,04684753,777,3,1,1635,E,150,D
20213,04684753,777,4,1,223,E,160,D
20213,04684753,777,5,1,57,E,170,D
20213,04684753,777,6,1,45,E,180,D
20213,04684753,777,7,1,149,E,190,D
20213,04687033,52,0,1,,H,,A
20213,04687033,52,1,1,94,E,100,D
20213,04687033,52,2,1,18,E,110,D
20213,04687033,52,3,1,27,E,120,D
20213,04687033,52,4,1,3,E,140,D
20213,04687033,52,5,1,212,E,150,D
20213,04687033,52,6,1,27,E,160,D
20213,04687033,52,7,1,5,E,170,D
20213,04687033,52,8,1,78,E,180,D
20213,04687033,52,9,1,36,E,190,D
20213,04687893,15,0,1,,H,,A
20213,04687893,15,1,1,280,E,100,D
20213,04687893,15,2,1,75,E,110,D
20213,04687893,15,3,1,128,E,120,D
20213,04687893,15,4,1,631,E,130,D
20213,04687893,15,5,1,16,E,140,D
20213,04687893,15,6,1,727,E,150,D
20213,04687893,15,7,1,119,E,160,D
20213,04687893,15,8,1,50,E,170,D
20213,04687893,15,9,1,45,E,180,D
20213,04687893,15,10,1,129,E,190,D
20213,04736992,39,0,1,,H,,A
20213,04736992,39,1,1,103,E,120,D
20213,04736992,39,2,1,14,E,140,D
20213,04736992,39,3,1,799,E,150,D
20213,04736992,39,4,1,102,E,160,D
20213,04736992,39,5,1,20,E,170,D
20213,04736992,39,6,1,300,E,180,D
20213,04736992,39,7,1,139,E,190,D
20213,04736992,39,8,1,155,E,210,D
20213,04736992,39,9,1,168,E,220,D
20213,04742742,37,0,1,,H,,A
20213,04742742,37,1,1,18,E,120,D
20213,04742742,37,2,1,1,E,140,D
20213,04742742,37,3,1,108,E,150,D
20213,04742742,37,4,1,13,E,160,D
20213,04742742,37,5,1,2,E,170,D
20213,04742742,37,6,1,40,E,180,D
20213,04742742,37,7,1,18,E,190,D
20213,04746742,57,0,1,,H,,A
20213,04746742,57,1,1,256,E,100,D
20213,04746742,57,2,1,53,E,110,D
20213,04746742,57,3,1,84,E,120,D
20213,04746742,57,4,1,571,E,130,D
20213,04746742,57,5,1,10,E,140,D
20213,04746742,57,6,1,605,E,150,D
20213,04746742,57,7,1,77,E,160,D
