QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20213,04746742,57,8,1,15,E,170,D
20213,04746742,57,9,1,224,E,180,D
20213,04746742,57,10,1,105,E,190,D
20213,04752632,11,0,1,,H,,A
20213,04752632,11,1,1,22,E,100,D
20213,04752632,11,2,1,6,E,110,D
20213,04752632,11,3,1,52,E,130,D
20213,04757732,31,0,1,,H,,A
20213,04757732,31,1,1,214,E,120,D
20213,04757732,31,2,1,640,E,130,D
20213,04757732,31,3,1,27,E,140,D
20213,04757732,31,4,1,684,E,150,D
20213,04757732,31,5,1,319,E,170,D
20213,04757732,31,6,1,116,E,190,D
20213,04758362,53,0,1,,H,,A
20213,04758362,53,1,1,45,E,120,D
20213,04758362,53,2,1,5,E,140,D
20213,04758362,53,3,1,271,E,150,D
20213,04758362,53,4,1,37,E,160,D
20213,04758362,53,5,1,9,E,170,D
20213,04758362,53,6,1,7,E,180,D
20213,04758362,53,7,1,24,E,190,D
20213,04758652,12,0,1,,H,,A
20213,04758652,12,1,1,284,E,100,D
20213,04758652,12,2,1,47,E,110,D
20213,04758652,12,3,1,72,E,120,D
20213,04758652,12,4,1,437,E,130,D
20213,04758652,12,5,1,7,E,140,D
20213,04758652,12,6,1,776,E,150,D
20213,04758652,12,7,1,1,E,160,D
20213,04758652,12,8,1,59,E,170,D
20213,04758652,12,9,1,91,E,180,D
20213,04758652,12,10,1,33,E,190,D
20213,04758652,12,11,1,112,E,210,D
20213,04758652,12,12,1,81,E,220,D
20213,04760592,28,0,1,,H,,A
20213,04760592,28,1,1,38,E,120,D
20213,04760592,28,2,1,4,E,140,D
20213,04760592,28,3,1,197,E,150,D
20213,04760592,28,4,1,22,E,160,D
20213,04760592,28,5,1,11,E,170,D
20213,04760592,28,6,1,28,E,190,D
20213,04761582,73,0,1,,H,,A
20213,04761582,73,1,1,111,E,100,D
20213,04761582,73,2,1,18,E,110,D
20213,04761582,73,3,1,27,E,120,D
20213,04761582,73,4,1,2,E,140,D
20213,04761582,73,5,1,299,E,150,D
20213,04761582,73,6,1,22,E,170,D
20213,04761582,73,7,1,35,E,180,D
20213,04761582,73,8,1,13,E,190,D
20213,04761682,31,0,1,,H,,A
20213,04761682,31,1,1,50,E,120,D
20213,04761682,31,2,1,10,E,140,D
20213,04761682,31,3,1,253,E,150,D
20213,04761682,31,4,1,25,E,160,D
20213,04761682,31,5,1,12,E,190,D
20213,04764432,26,0,1,,H,,A
20213,04764432,26,1,1,184,E,100,D
20213,04764432,26,2,1,50,E,110,D
20213,04764432,26,3,1,418,E,130,D
20213,04764432,26,4,1,119,E,210,D
20213,04764432,26,5,1,89,E,220,D
20213,04766872,33,0,1,,H,,A
20213,04766872,33,1,1,109,E,120,D
20213,04766872,33,2,1,14,E,140,D
20213,04766872,33,3,1,812,E,150,D
20213,04766872,33,4,1,103,E,160,D
20213,04766872,33,5,1,21,E,170,D
20213,04766872,33,6,1,300,E,180,D
20213,04766872,33,7,1,141,E,190,D
20213,04766912,23,0,1,,H,,A
20213,04766912,23,1,1,239,E,100,D
20213,04766912,23,2,1,66,E,110,D
20213,04766912,23,3,1,121,E,120,D
20213,04766912,23,4,1,555,E,130,D
20213,04766912,23,5,1,21,E,140,D
20213,04766912,23,6,1,775,E,150,D
20213,04766912,23,7,1,105,E,160,D
20213,04766912,23,8,1,27,E,170,D
20213,04766912,23,9,1,21,E,180,D
20213,04766912,23,10,1,70,E,190,D
20213,04767292,773,0,1,,H,,A
20213,04767292,773,1,1,131,E,100,D
20213,04767292,773,2,1,36,E,110,D
20213,04767292,773,3,1,61,E,120,D
20213,04767292,773,4,1,308,E,130,D
20213,04767292,773,5,1,7,E,140,D
20213,04767292,773,6,1,348,E,150,D
20213,04767292,773,7,1,57,E,160,D
20213,04767292,773,8,1,24,E,170,D
20213,04767292,773,9,1,21,E,180,D
20213,04767292,773,10,1,62,E,190,D
20213,04767292,773,11,1,86,E,210,D
20213,04767292,773,12,1,64,E,220,D
20213,04815381,9,0,1,,C,,A
20213,04824591,36,0,1,,H,,A
20213,04824591,36,1,1,116,E,120,D
20213,04824591,36,2,1,845,E,130,D
20213,04824591,36,3,1,15,E,140,D
20213,04824591,36,4,1,900,E,150,D
20213,04824591,36,5,1,114,E,160,D
20213,04824591,36,6,1,23,E,170,D
20213,04824591,36,7,1,331,E,180,D
20213,04824591,36,8,1,156,E,190,D
20213,04824601,47,0,1,,H,,A
20213,04824601,47,1,1,668,E,130,D
20213,04826761,23,0,1,,H,,A
20213,04826761,23,1,1,115,G,100,D
20213,04826761,23,2,1,24,G,110,D
20213,04826761,23,3,1,35,G,120,D
20213,04826761,23,4,1,262,G,130,D
20213,04826761,23,5,1,4,G,140,D
20213,04826761,23,6,1,272,G,150,D
20213,04826761,23,7,1,34,G,160,D
20213,04826761,23,8,1,7,G,170,D
20213,04826761,23,9,1,100,G,180,D
20213,04826761,23,10,1,47,G,190,D
20213,04827541,55,0,1,,H,,A
20213,04827541,55,1,1,47,E,100,D
20213,04827541,55,2,1,15,E,110,D
20213,04827541,55,3,1,14,E,120,D
20213,04827541,55,4,1,2,E,140,D
20213,04827541,55,5,1,112,E,150,D
20213,04827541,55,6,1,14,E,160,D
20213,04827541,55,7,1,2,E,170,D
20213,04827541,55,8,1,41,E,180,D
20213,04827541,55,9,1,19,E,190,D
20213,04828341,84,0,1,,H,,A
20213,04828341,84,1,1,589,E,100,D
20213,04828341,84,2,1,128,E,110,D
20213,04828341,84,3,1,181,E,120,D
20213,04828341,84,4,1,1314,E,130,D
20213,04828341,84,5,1,24,E,140,D
20213,04828341,84,6,1,1393,E,150,D
20213,04828341,84,7,1,178,E,160,D
20213,04828341,84,8,1,36,E,170,D
20213,04828341,84,9,1,515,E,180,D
20213,04828341,84,10,1,242,E,190,D
20213,04832011,24,0,1,,H,,A
20213,04832011,24,1,1,125,E,120,D
20213,04832011,24,2,1,16,E,140,D
20213,04832011,24,3,1,402,E,150,D
20213,04832011,24,4,1,187,E,170,D
20213,04832011,24,5,1,68,E,190,D
20213,04834981,32,0,1,,H,,A
20213,04834981,32,1,1,38,E,120,D
20213,04834981,32,2,1,4,E,140,D
20213,04834981,32,3,1,270,E,150,D
20213,04834981,32,4,1,34,E,160,D
20213,04834981,32,5,1,7,E,170,D
20213,04834981,32,6,1,100,E,180,D
20213,04834981,32,7,1,47,E,190,D
20213,04835931,19,0,1,,H,,A
20213,04835931,19,1,1,158,E,100,D
20213,04835931,19,2,1,32,E,110,D
20213,04835931,19,3,1,47,E,120,D
20213,04835931,19,4,1,342,E,130,D
20213,04835931,19,5,1,6,E,140,D
20213,04835931,19,6,1,363,E,150,D
20213,04835931,19,7,1,46,E,160,D
20213,04835931,19,8,1,9,E,170,D
20213,04835931,19,9,1,134,E,180,D
20213,04835931,19,10,1,63,E,190,D
20213,04840661,23,0,1,,H,,A
20213,04840661,23,1,1,55,E,120,D
20213,04840661,23,2,1,7,E,140,D
20213,04840661,23,3,1,176,E,150,D
20213,04840661,23,4,1,82,E,170,D
20213,04840661,23,5,1,30,E,190,D
20213,04841611,56,0,1,,H,,A
20213,04841611,56,1,1,1200,E,130,D
20213,04844441,51,0,1,,H,,A
20213,04844441,51,1,1,29,E,100,D
20213,04844441,51,2,1,7,E,110,D
20213,04844441,51,3,1,64,E,130,D
20213,04845111,44,0,1,,H,,A
20213,04845111,44,1,1,120,E,100,D
20213,04845111,44,2,1,24,E,110,D
20213,04845111,44,3,1,35,E,120,D
20213,04845111,44,4,1,257,E,130,D
20213,04845111,44,5,1,4,E,140,D
20213,04845111,44,6,1,272,E,150,D
20213,04845111,44,7,1,34,E,160,D
20213,04845111,44,8,1,7,E,170,D
20213,04845111,44,9,1,100,E,180,D
20213,04845111,44,10,1,47,E,190,D
20214,04610354,27,0,1,,H,,A
20214,04610354,27,1,1,12,E,120,D
20214,04610354,27,2,1,2,E,140,D
20214,04610354,27,3,1,67,E,150,D
20214,04610354,27,4,1,13,E,160,D
20214,04610354,27,5,1,10,E,170,D
20214,04610354,27,6,1,4,E,180,D
20214,04610354,27,7,1,12,E,190,D
20214,04610474,52,0,1,,H,,A
20214,04610474,52,1,1,36,E,120,D
20214,04610474,52,2,1,5,E,140,D
20214,04610474,52,3,1,160,E,150,D
20214,04610474,52,4,1,31,E,160,D
20214,04610474,52,5,1,3,E,170,D
20214,04610474,52,6,1,15,E,190,D
20214,04611394,54,0,1,,H,,A
20214,04611394,54,1,1,225,E,130,D
20214,04612704,63,0,1,,H,,A
20214,04612704,63,1,1,129,E,120,D
20214,04612704,63,2,1,20,E,140,D
20214,04612704,63,3,1,878,E,150,D
20214,04612704,63,4,1,135,E,160,D
20214,04612704,63,5,1,63,E,170,D
20214,04612704,63,6,1,613,E,180,D
20214,04612704,63,7,1,152,E,190,D
20214,04616964,40,0,1,,H,,A
20214,04616964,40,1,1,1165,E,100,D
20214,04616964,40,2,1,391,E,110,D
20214,04616964,40,3,1,3819,U,130,D
20214,04616964,40,4,1,797,E,210,D
20214,04616964,40,5,1,540,E,220,D
20214,04654714,33,0,1,,H,,A
20214,04654714,33,1,1,80,E,120,D
20214,04654714,33,2,1,12,E,140,D
20214,04654714,33,3,1,529,E,150,D
20214,04654714,33,4,1,81,E,160,D
20214,04654714,33,5,1,38,E,170,D
20214,04654714,33,6,1,369,E,180,D
20214,04654714,33,7,1,91,E,190,D
20214,04658634,49,0,1,,H,,A
20214,04658634,49,1,1,17,E,120,D
20214,04658634,49,2,1,3,E,140,D
20214,04658634,49,3,1,82,E,150,D
20214,04658634,49,4,1,16,E,160,D
20214,04658634,49,5,1,12,E,170,D
20214,04658634,49,6,1,5,E,180,D
20214,04658634,49,7,1,15,E,190,D
20214,04663124,70,0,1,,H,,A
20214,04663124,70,1,1,1,E,120,D
20214,04663124,70,2,1,10,E,150,D
20214,04663124,70,3,1,1,E,190,D
20214,04682464,39,0,1,,H,,A
20214,04682464,39,1,1,111,E,120,D
20214,04682464,39,2,1,19,E,140,D
20214,04682464,39,3,1,614,E,150,D
20214,04682464,39,4,1,70,E,160,D
20214,04682464,39,5,1,28,E,180,D
20214,04682464,39,6,1,130,E,190,D
20214,04682654,27,0,1,,H,,A
20214,04682654,27,1,1,27,E,120,D
20214,04682654,27,2,1,4,E,140,D
20214,04682654,27,3,1,154,E,150,D
20214,04682654,27,4,1,17,E,160,D
20214,04682654,27,5,1,7,E,180,D
20214,04682654,27,6,1,31,E,190,D
20214,04683504,22,0,1,,H,,A
20214,04683504,22,1,1,405,E,100,D
20214,04683504,22,2,1,136,E,110,D
20214,04683504,22,3,1,216,E,120,D
20214,04683504,22,4,1,1048,E,130,D
20214,04683504,22,5,1,31,E,140,D
20214,04683504,22,6,1,996,E,150,D
20214,04683504,22,7,1,262,E,160,D
20214,04683504,22,8,1,98,E,170,D
20214,04683504,22,9,1,805,E,180,D
20214,04683504,22,10,1,148,E,190,D
20214,04683504,22,11,1,278,E,210,D
20214,04683504,22,12,1,188,E,220,D
20214,04685304,32,0,1,,H,,A
20214,04685304,32,1,1,62,E,120,D
20214,04685304,32,2,1,10,E,140,D
20214,04685304,32,3,1,328,E,150,D
20214,04685304,32,4,1,37,E,160,D
20214,04685304,32,5,1,15,E,180,D
20214,04685304,32,6,1,68,E,190,D
20214,04685894,41,0,1,,H,,A
20214,04685894,41,1,1,47,E,100,D
20214,04685894,41,2,1,11,E,110,D
20214,04685894,41,3,1,17,E,120,D
20214,04685894,41,4,1,115,E,130,D
20214,04685894,41,5,1,2,E,140,D
20214,04685894,41,6,1,124,E,150,D
20214,04685894,41,7,1,19,E,160,D
20214,04685894,41,8,1,8,E,170,D
20214,04685894,41,9,1,86,E,180,D
20214,04685894,41,10,1,21,E,190,D
20214,04687434,29,0,1,,H,,A
20214,04687434,29,1,1,35,E,100,D
20214,04687434,29,2,1,9,E,110,D
20214,04687434,29,3,1,19,E,120,D
20214,04687434,29,4,1,3,E,140,D
20214,04687434,29,5,1,84,E,150,D
20214,04687434,29,6,1,17,E,160,D
20214,04687434,29,7,1,13,E,170,D
20214,04687434,29,8,1,5,E,180,D
20214,04687434,29,9,1,15,E,190,D
20214,04688714,30,0,1,,H,,A
20214,04688714,30,1,1,68,E,120,D
20214,04688714,30,2,1,11,E,140,D
20214,04688714,30,3,1,363,E,150,D
20214,04688714,30,4,1,41,E,160,D
20214,04688714,30,5,1,16,E,180,D
20214,04688714,30,6,1,76,E,190,D
20214,04689104,62,0,1,,H,,A
20214,04689104,62,1,1,140,E,120,D
20214,04689104,62,2,1,22,E,140,D
20214,04689104,62,3,1,970,E,150,D
20214,04689104,62,4,1,150,E,160,D
20214,04689104,62,5,1,69,E,170,D
20214,04689104,62,6,1,677,E,180,D
20214,04689104,62,7,1,172,E,190,D
20214,04740453,22,0,1,,H,,A
20214,04740453,22,1,1,59,E,120,D
20214,04740453,22,2,1,11,E,140,D
20214,04740453,22,3,1,557,E,150,D
20214,04740453,22,4,1,20,E,160,D
20214,04740453,22,5,1,11,E,170,D
20214,04740453,22,6,1,60,E,190,D
20214,04741013,30,0,1,,H,,A
20214,04741013,30,1,1,81,E,100,D
20214,04741013,30,2,1,28,E,110,D
20214,04741013,30,3,1,71,E,210,D
20214,04741013,30,4,1,120,E,220,D
20214,04741573,49,0,1,,H,,A
20214,04741573,49,1,1,36,E,100,D
20214,04741573,49,2,1,11,E,110,D
20214,04741573,49,3,1,17,E,120,D
20214,04741573,49,4,1,2,E,140,D
20214,04741573,49,5,1,80,E,150,D
20214,04741573,49,6,1,21,E,160,D
20214,04741573,49,7,1,7,E,170,D
20214,04741573,49,8,1,65,E,180,D
20214,04741573,49,9,1,11,E,190,D
20214,04742973,39,0,1,,H,,A
20214,04742973,39,1,1,424,E,100,D
20214,04742973,39,2,1,104,E,110,D
20214,04742973,39,3,1,159,E,120,D
20214,04742973,39,4,1,975,E,130,D
20214,04742973,39,5,1,25,E,140,D
20214,04742973,39,6,1,1103,E,150,D
20214,04742973,39,7,1,170,E,160,D
20214,04742973,39,8,1,79,E,170,D
20214,04742973,39,9,1,770,E,180,D
20214,04742973,39,10,1,191,E,190,D
20214,04747023,21,0,1,,H,,A
20214,04747023,21,1,1,30,E,120,D
20214,04747023,21,2,1,202,E,130,D
20214,04747023,21,3,1,5,E,140,D
20214,04747023,21,4,1,245,E,150,D
20214,04747023,21,5,1,9,E,160,D
20214,04747023,21,6,1,5,E,170,D
20214,04747023,21,7,1,26,E,190,D
20214,04747023,21,8,1,39,E,210,D
20214,04747023,21,9,1,39,E,220,D
20214,04758333,66,0,1,,H,,A
20214,04758333,66,1,1,76,E,120,D
20214,04758333,66,2,1,16,E,140,D
20214,04758333,66,3,1,529,E,150,D
20214,04758333,66,4,1,81,E,160,D
20214,04758333,66,5,1,38,E,170,D
20214,04758333,66,6,1,369,E,180,D
20214,04758333,66,7,1,91,E,190,D
20214,04758363,45,0,1,,H,,A
20214,04758363,45,1,1,144,E,120,D
20214,04758363,45,2,1,20,E,140,D
20214,04758363,45,3,1,663,E,150,D
20214,04758363,45,4,1,174,E,160,D
20214,04758363,45,5,1,65,E,170,D
20214,04758363,45,6,1,536,E,180,D
20214,04758363,45,7,1,98,E,190,D
20214,04759713,36,0,1,,H,,A
20214,04759713,36,1,1,36,E,100,D
20214,04759713,36,2,1,9,E,110,D
20214,04759713,36,3,1,15,E,120,D
20214,04759713,36,4,1,2,E,140,D
20214,04759713,36,5,1,85,E,150,D
20214,04759713,36,6,1,9,E,160,D
20214,04759713,36,7,1,4,E,180,D
20214,04759713,36,8,1,17,E,190,D
20214,04762093,59,0,1,,H,,A
20214,04762093,59,1,1,29,E,120,D
20214,04762093,59,2,1,5,E,140,D
20214,04762093,59,3,1,272,E,150,D
20214,04762093,59,4,1,10,E,160,D
20214,04762093,59,5,1,5,E,170,D
20214,04762093,59,6,1,29,E,190,D
20214,04767113,72,0,1,,H,,A
20214,04767113,72,1,1,41,E,120,D
20214,04767113,72,2,1,12,E,140,D
20214,04767113,72,3,1,221,E,150,D
20214,04767113,72,4,1,44,E,160,D
20214,04767113,72,5,1,34,E,170,D
20214,04767113,72,6,1,13,E,180,D
20214,04767113,72,7,1,41,E,190,D
20214,04818622,29,0,1,,H,,A
20214,04818622,29,1,1,38,E,210,D
20214,04818622,29,2,1,32,E,220,D
20214,04821283,12,0,1,,H,,A
20214,04821283,12,1,1,35,E,100,D
20214,04821283,12,2,1,11,E,110,D
20214,04821283,12,3,1,20,E,120,D
20214,04821283,12,4,1,3,E,140,D
20214,04821283,12,5,1,100,E,150,D
20214,04821283,12,6,1,20,E,160,D
20214,04821283,12,7,1,2,E,170,D
20214,04821283,12,8,1,9,E,190,D
20214,04822032,30,0,1,,H,,A
20214,04822032,30,1,1,41,E,100,D
20214,04822032,30,2,1,13,E,110,D
20214,04822032,30,3,1,26,E,120,D
20214,04822032,30,4,1,107,E,130,D
20214,04822032,30,5,1,3,E,140,D
20214,04822032,30,6,1,102,E,150,D
20214,04822032,30,7,1,26,E,160,D
20214,04822032,30,8,1,10,E,170,D
20214,04822032,30,9,1,82,E,180,D
20214,04822032,30,10,1,15,E,190,D
20214,04826122,29,0,1,,H,,A
20214,04826122,29,1,1,327,E,100,D
20214,04826122,29,2,1,102,E,110,D
20214,04826122,29,3,1,185,E,210,D
20214,04826122,29,4,1,186,E,220,D
20214,04827282,36,0,1,,H,,A
20214,04827282,36,1,1,60,E,120,D
20214,04827282,36,2,1,9,E,140,D
20214,04827282,36,3,1,315,E,150,D
20214,04827282,36,4,1,36,E,160,D
20214,04827282,36,5,1,14,E,180,D
20214,04827282,36,6,1,66,E,190,D
20214,04828402,39,0,1,,H,,A
20214,04828402,39,1,1,104,E,120,D
20214,04828402,39,2,1,21,E,140,D
20214,04828402,39,3,1,506,E,150,D
20214,04828402,39,4,1,101,E,160,D
20214,04828402,39,5,1,10,E,170,D
20214,04828402,39,6,1,48,E,190,D
20214,04832012,26,0,1,,H,,A
20214,04832012,26,1,1,126,E,120,D
20214,04832012,26,2,1,24,E,140,D
20214,04832012,26,3,1,612,E,150,D
20214,04832012,26,4,1,122,E,160,D
20214,04832012,26,5,1,12,E,170,D
20214,04832012,26,6,1,58,E,190,D
20214,04836902,14,0,1,,H,,A
20214,04836902,14,1,1,62,E,100,D
20214,04836902,14,2,1,21,E,110,D
20214,04836902,14,3,1,28,E,120,D
20214,04836902,14,4,1,145,E,130,D
20214,04836902,14,5,1,5,E,140,D
20214,04836902,14,6,1,150,E,150,D
20214,04836902,14,7,1,30,E,160,D
20214,04836902,14,8,1,23,E,170,D
20214,04836902,14,9,1,9,E,180,D
20214,04836902,14,10,1,27,E,190,D
20214,04836922,38,0,1,,H,,A
20214,04836922,38,1,1,25,E,100,D
20214,04836922,38,2,1,6,E,110,D
20214,04836922,38,3,1,13,E,120,D
20214,04836922,38,4,1,1,E,140,D
20214,04836922,38,5,1,65,E,150,D
20214,04836922,38,6,1,10,E,160,D
20214,04836922,38,7,1,4,E,170,D
20214,04836922,38,8,1,45,E,180,D
20214,04836922,38,9,1,11,E,190,D
20214,04838463,31,0,1,,H,,A
20214,04838463,31,1,1,63,E,120,D
20214,04838463,31,2,1,10,E,140,D
20214,04838463,31,3,1,444,E,150,D
20214,04838463,31,4,1,68,E,160,D
20214,04838463,31,5,1,31,E,170,D
20214,04838463,31,6,1,308,E,180,D
20214,04838463,31,7,1,76,E,190,D
20214,04838692,40,0,1,,H,,A
20214,04838692,40,1,1,150,E,130,D
20214,04838972,56,0,1,,H,,A
20214,04838972,56,1,1,310,E,130,D
20214,04842872,77,0,1,,H,,A
20214,04842872,77,1,1,200,E,130,D
20214,04843002,23,0,1,,H,,A
20214,04843002,23,1,1,15,E,120,D
20214,04843002,23,2,1,5,E,140,D
20214,04843002,23,3,1,72,E,150,D
20214,04843002,23,4,1,19,E,160,D
20214,04843002,23,5,1,7,E,170,D
20214,04843002,23,6,1,58,E,180,D
20214,04843002,23,7,1,10,E,190,D
20214,04848002,13,0,1,,H,,A
20214,04848002,13,1,1,102,E,120,D
20214,04848002,13,2,1,20,E,140,D
20214,04848002,13,3,1,546,E,150,D
20214,04848002,13,4,1,109,E,160,D
20214,04848002,13,5,1,89,E,170,D
20214,04848002,13,6,1,33,E,180,D
20214,04848002,13,7,1,101,E,190,D
20214,04848022,7,0,1,,H,,A
20214,04848022,7,1,1,55,E,120,D
20214,04848022,7,2,1,9,E,140,D
20214,04848022,7,3,1,256,E,150,D
20214,04848022,7,4,1,51,E,160,D
20214,04848022,7,5,1,5,E,170,D
20214,04848022,7,6,1,24,E,190,D
20214,04897751,44,0,1,,H,,A
20214,04897751,44,1,1,188,E,100,D
20214,04897751,44,2,1,46,E,110,D
20214,04897751,44,3,1,76,E,120,D
20214,04897751,44,4,1,437,E,130,D
20214,04897751,44,5,1,11,E,140,D
20214,04897751,44,6,1,494,E,150,D
20214,04897751,44,7,1,76,E,160,D
20214,04897751,44,8,1,35,E,170,D
20214,04897751,44,9,1,345,E,180,D
20214,04897751,44,10,1,85,E,190,D
20214,04897751,44,11,1,112,E,210,D
20214,04897751,44,12,1,95,E,220,D
20214,04899151,21,0,1,,H,,A
20214,04899151,21,1,1,75,E,100,D
20214,04899151,21,2,1,18,E,110,D
20214,04899151,21,3,1,31,E,120,D
20214,04899151,21,4,1,6,E,140,D
20214,04899151,21,5,1,169,E,150,D
20214,04899151,21,6,1,34,E,160,D
20214,04899151,21,7,1,26,E,170,D
20214,04899151,21,8,1,10,E,180,D
20214,04899151,21,9,1,31,E,190,D
20214,04899504,20,0,1,,H,,A
20214,04899504,20,1,1,153,E,100,D
20214,04899504,20,2,1,54,E,110,D
20214,04899504,20,3,1,393,E,130,D
20214,04899791,13,0,1,,H,,A
20214,04899791,13,1,1,183,E,100,D
