QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20222,04819874,17,0,5,01,D,100,D,.0472,D,22000,D,5,D,468,D,,B,,B,,B,,B,56,D,368,D,369,D,370,D,44,D,43,D,42,D,,A,06,D,2019,D,1,D,,A,11292,D,10924,D,10555,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04819904,18,0,5,01,D,100,D,.0400,D,150000,D,10,D,1519,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,11,D,2016,D,2,D,,A,79971,D,78719,D,77463,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20222,04821254,26,0,5,01,D,100,D,.0420,F,77000,F,15,F,1000,F,,B,,B,,B,,B,423,F,343,F,344,F,345,F,234,F,233,F,232,F,,A,06,F,2019,F,1,F,,A,66950,F,66607,F,66263,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20222,04823094,18,0,5,01,D,100,D,.0472,D,30000,D,15,D,600,D,,B,,B,,B,,B,367,D,0,D,0,D,0,D,233,D,233,D,233,D,,A,06,D,2019,D,1,D,,A,30000,D,30000,D,30000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04823304,23,0,5,01,D,100,D,.0371,D,30000,D,3,D,973,D,,B,,B,,B,,B,91,D,819,D,822,D,824,D,63,D,60,D,58,D,,A,01,D,2021,D,1,D,,A,20366,D,19547,D,18726,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04825724,25,0,5,01,D,100,D,.0371,D,100000,D,15,D,1435,D,,B,,B,,B,,B,710,D,0,D,0,D,0,D,725,D,725,D,725,D,,A,02,D,2021,D,1,D,,A,100000,D,100000,D,100000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04825754,16,0,5,01,D,100,D,.0400,D,377000,D,1,D,1800,D,,B,,B,,B,,B,0,D,612,D,614,D,616,D,1188,D,1185,D,1183,D,,A,12,D,2018,D,1,D,,A,355648,D,355034,D,354417,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04825794,31,0,5,01,D,100,D,.0400,F,377000,F,1,F,1800,F,,B,,B,,B,,B,0,F,612,F,614,F,616,F,1188,F,1185,F,1183,F,,A,12,F,2018,F,1,F,,A,355648,F,355034,F,354417,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04829854,28,0,5,01,D,100,D,.0450,D,50000,D,15,D,382,D,,A,,A,,A,,A,0,D,114,D,115,D,115,D,86,D,85,D,85,D,,A,08,D,2019,D,2,D,,A,43821,D,43602,D,43383,D,01,D,1,D,,A,,A,300,D,200,D,200,D,1,D,2,D
20222,04829934,17,0,5,01,D,100,D,.0430,D,55000,D,15,D,427,D,,B,,B,,B,,B,12,D,222,D,223,D,223,D,193,D,192,D,192,D,,A,09,D,2021,D,1,D,,A,53903,D,53681,D,53458,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04833034,15,0,5,01,D,100,D,.0500,D,50000,D,20,D,330,D,,A,,A,,A,,A,0,D,124,D,125,D,125,D,206,D,205,D,205,D,,A,09,D,2021,D,1,D,,A,49387,D,49262,D,49138,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04833224,16,0,5,01,D,100,D,.0371,F,74000,F,15,F,537,F,,A,,A,,A,,A,0,F,314,F,315,F,316,F,223,F,222,F,221,F,,A,08,F,2021,F,1,F,,A,72136,F,71822,F,71507,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04834084,37,0,5,01,D,100,D,.0475,D,12399,D,10,D,130,D,,A,,A,,A,,A,0,D,103,D,103,D,104,D,27,D,27,D,26,D,,A,01,D,2017,D,1,D,,A,6828,D,6725,D,6622,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04841334,48,0,5,01,D,100,D,.0525,D,50000,D,5,D,536,D,,A,,A,,A,,A,0,D,320,D,322,D,323,D,217,D,215,D,214,D,,A,01,D,2022,D,1,D,,A,49044,D,48722,D,48399,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04842154,26,0,5,01,D,100,D,.0450,D,109000,D,10,D,1130,D,,A,,A,,A,,A,0,D,,A,721,D,724,D,,A,409,D,406,D,,A,04,D,2022,D,1,D,,A,,A,109000,D,108279,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04842484,28,0,5,01,D,100,D,.0371,D,230000,D,15,D,1700,D,,B,,B,,B,,B,32,D,996,D,999,D,1002,D,672,D,669,D,666,D,,A,02,D,2021,D,1,D,,A,217327,D,216331,D,215331,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04842484,29,0,5,02,D,400,D,.0490,F,,V,10,F,53,F,,A,,A,,A,,A,0,F,,V,,V,,V,76,F,75,F,75,F,,A,11,F,2021,F,2,F,,A,4902,F,4870,F,4837,F,01,D,,A,,A,,A,,V,,V,,V,1,D,2,D
20222,04842714,25,0,5,01,D,100,D,.0371,D,32000,D,15,D,377,D,,B,,B,,B,,B,145,D,136,D,136,D,137,D,96,D,96,D,95,D,,A,08,D,2021,D,1,D,,A,31060,D,30924,D,30787,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04845584,23,0,5,01,D,200,D,.0371,D,53000,D,8,D,639,D,,A,,A,,A,,A,0,D,493,D,495,D,496,D,146,D,144,D,143,D,,A,03,D,2021,D,1,D,,A,47200,D,46707,D,46213,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04898814,13,0,5,01,D,100,D,.0420,D,77000,D,15,D,1000,D,,B,,B,,B,,B,423,D,343,D,344,D,345,D,234,D,233,D,232,D,,A,06,D,2019,D,1,D,,A,66950,D,66607,D,66263,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20222,04898873,11,0,5,01,D,100,D,.0371,D,32000,D,10,D,500,D,,B,,B,,B,,B,180,D,222,D,223,D,224,D,98,D,97,D,96,D,,A,11,D,2021,D,1,D,,A,31557,D,31335,D,31112,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04899313,23,0,5,01,D,100,D,.0371,D,45057,D,10,D,450,D,,A,,A,,A,,A,0,D,322,D,323,D,324,D,128,D,127,D,126,D,,A,01,D,2021,D,1,D,,A,41265,D,40942,D,40619,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04904173,18,0,5,01,D,100,D,.0386,D,50000,D,15,D,722,D,,B,,B,,B,,B,356,D,217,D,218,D,219,D,149,D,148,D,147,D,,A,07,D,2020,D,1,D,,A,46204,D,45987,D,45769,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20222,04904863,19,0,5,01,D,100,D,.0492,D,43000,D,15,D,355,D,,B,,B,,B,,B,17,D,230,D,231,D,232,D,108,D,107,D,106,D,,A,11,D,2014,D,1,D,,A,26367,D,26137,D,25906,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04905933,22,0,5,01,D,100,D,.0371,D,40000,D,20,D,288,D,,B,,B,,B,,B,52,D,113,D,113,D,113,D,123,D,123,D,123,D,,A,12,D,2021,D,1,D,,A,39888,D,39775,D,39662,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04906243,11,0,1,01,D,100,D,.0386,F,50000,F,15,F,722,F,,B,,B,,B,,B,356,F,217,F,218,F,219,F,149,F,148,F,147,F,,A,07,F,2020,F,1,F,,A,46204,F,45987,F,45769,F,01,D,,A,2,D,,A,,A,,A,,A,,C,,A
20222,04907563,21,0,5,01,D,100,D,.0529,F,35255,F,5,F,670,F,,A,,A,,A,,A,0,F,614,F,616,F,619,F,56,F,54,F,51,F,,A,10,F,2018,F,1,F,,A,12799,F,12186,F,11569,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04908333,18,0,5,01,D,100,D,.0529,F,129233,F,5,F,2456,F,,A,,A,,A,,A,0,F,2300,V,2310,V,2160,V,106,F,95,F,85,F,,A,01,F,2018,F,1,F,,A,23974,F,21624,F,19263,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04909053,19,0,5,01,D,100,D,.0425,D,175000,D,10,D,1793,D,3,D,4,D,5,D,,A,0,D,1286,D,1291,D,1295,D,507,D,502,D,498,D,,A,12,D,2019,D,1,D,,A,143107,D,141821,D,140530,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04913303,22,0,5,01,D,100,D,.0524,F,60000,F,10,F,804,F,,B,,B,,B,,B,161,F,515,F,517,F,519,F,128,F,126,F,124,F,,A,06,F,2016,F,1,F,,A,29398,F,28884,F,28367,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20222,04914653,24,0,5,01,D,100,D,.0490,D,25000,D,10,D,264,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,11,D,2021,D,2,D,,A,24512,D,24349,D,24184,D,01,D,1,D,,A,,A,,C,,C,,C,1,D,2,D
20222,04914653,25,0,5,02,D,400,D,.0490,D,,T,10,D,53,D,,A,,A,,A,,A,0,D,,T,,T,,T,76,D,75,D,75,D,,A,11,D,2021,D,2,D,,A,4902,D,4870,D,4837,D,01,D,1,D,,A,,A,,T,,T,,T,1,D,2,D
20222,04925623,10,0,5,01,D,100,D,.0371,F,63152,F,15,F,458,F,,A,,A,,A,,A,0,F,266,F,267,F,268,F,192,F,191,F,190,F,,A,09,F,2021,F,1,F,,A,62096,F,61830,F,61563,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04925753,15,0,1,01,D,100,D,.0371,D,42055,D,15,D,305,D,,A,,A,,A,,A,0,D,180,D,180,D,181,D,125,D,125,D,124,D,,A,06,D,2021,D,1,D,,A,40461,D,40281,D,40100,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04929123,51,0,5,01,D,100,D,.0529,D,129233,D,5,D,2456,D,,A,,A,,A,,A,0,D,2300,T,2310,T,2160,T,106,D,95,D,85,D,,A,01,D,2018,D,1,D,,A,23974,D,21624,D,19263,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04929413,25,0,5,01,D,100,D,.0371,F,30000,F,3,F,973,F,,B,,B,,B,,B,91,F,819,F,822,F,824,F,63,F,60,F,58,F,,A,01,F,2021,F,1,F,,A,20366,F,19547,F,18726,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04931552,19,0,5,01,D,100,D,.0371,D,63152,D,15,D,458,D,,A,,A,,A,,A,0,D,266,D,267,D,268,D,192,D,191,D,190,D,,A,09,D,2021,D,1,D,,A,62096,D,61830,D,61563,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04932092,14,0,5,01,D,100,D,.0433,D,25000,D,15,D,538,D,,B,,B,,B,,B,349,D,120,D,121,D,121,D,69,D,68,D,68,D,,A,06,D,2017,D,1,D,,A,19002,D,18881,D,18760,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04934542,26,0,5,01,D,100,D,.0500,D,30000,D,15,D,400,D,,B,,B,,B,,B,163,D,132,D,132,D,133,D,105,D,105,D,104,D,,A,10,D,2018,D,1,D,,A,25268,D,25136,D,25004,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04936202,20,0,5,01,D,100,D,.0371,D,45000,D,15,D,326,D,,A,,A,,A,,A,0,D,191,D,192,D,192,D,135,D,134,D,134,D,,A,06,D,2021,D,1,D,,A,43680,D,43489,D,43297,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04938222,23,0,5,01,D,100,D,.0371,F,74000,F,15,F,537,F,,A,,A,,A,,A,0,F,314,F,315,F,316,F,223,F,222,F,221,F,,A,08,F,2021,F,1,F,,A,72136,F,71822,F,71507,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04938462,24,0,5,01,D,100,D,.0371,F,74000,F,15,F,537,F,,A,,A,,A,,A,0,F,314,F,315,F,316,F,223,F,222,F,221,F,,A,08,F,2021,F,1,F,,A,72136,F,71822,F,71507,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04947122,19,0,1,01,D,100,D,.0529,D,35255,D,5,D,670,D,,A,,A,,A,,A,0,D,614,D,616,D,619,D,56,D,54,D,51,D,,A,10,D,2018,D,1,D,,A,12799,D,12186,D,11569,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04947822,12,0,1,01,D,100,D,.0371,D,175000,D,15,D,1269,D,3,D,4,D,,A,,A,0,D,1068,D,1072,D,1075,D,732,D,728,D,725,D,,A,03,D,2021,D,2,D,,A,166866,D,166112,D,165357,D,01,D,,A,2,D,,A,1800,D,1800,D,1800,D,1,D,2,D
20222,04949392,20,0,5,01,D,100,D,.0371,D,225000,D,19,D,1400,D,,B,,B,,B,,B,23,D,0,D,0,D,0,D,1377,D,1377,D,1377,D,,A,06,D,2021,D,1,D,,A,225000,D,225000,D,225000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20222,04951282,24,0,5,01,D,100,D,.0440,D,480500,T,10,D,4252,T,,A,,A,,A,,A,0,D,0,D,0,D,0,D,880,D,880,D,880,D,,A,10,D,2016,D,2,D,,A,473058,T,472092,T,471123,T,01,D,1,D,2,D,,A,880,D,880,D,880,D,,A,2,D
20222,04951662,21,0,5,01,D,100,D,.0386,D,24737,D,5,D,454,D,,A,,A,,A,,A,0,D,404,D,406,D,407,D,50,D,48,D,47,D,,A,02,D,2020,D,1,D,,A,15410,D,15006,D,14600,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04954502,10,0,1,01,D,100,D,.0450,D,185000,D,14,D,1500,D,,B,,B,,B,,B,14,D,857,D,860,D,863,D,629,D,626,D,623,D,,A,06,D,2020,D,1,D,,A,167724,D,166867,D,166006,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04954712,15,0,5,01,D,100,D,.0371,D,95000,D,10,D,949,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,10,D,2021,D,2,D,,A,91704,D,91039,D,90372,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20222,04956932,41,0,5,01,D,100,D,.0445,D,45000,D,15,D,343,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,062022,D,12,D,2021,D,2,D,,A,44469,D,44291,D,44112,D,01,D,1,D,,A,,A,345,D,345,D,345,D,1,D,2,D
20222,04957042,40,0,5,01,D,100,D,.0433,F,25000,F,15,F,538,F,,B,,B,,B,,B,349,F,120,F,121,F,121,F,69,F,68,F,68,F,,A,06,F,2017,F,1,F,,A,19002,F,18881,F,18760,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04958082,39,0,5,01,D,100,D,.0445,D,50758,D,15,D,387,D,,A,,A,,A,,A,0,D,214,D,215,D,216,D,173,D,172,D,171,D,,A,07,D,2020,D,1,D,,A,46639,D,46425,D,46210,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04959392,32,0,5,01,D,100,D,.0371,F,42055,F,15,F,305,F,,A,,A,,A,,A,0,F,180,F,180,F,181,F,125,F,125,F,124,F,,A,06,F,2021,F,1,F,,A,40461,F,40281,F,40100,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04960342,24,0,5,01,D,100,D,.0450,D,12000,D,10,D,124,D,,A,,A,,A,,A,0,D,92,D,93,D,93,D,32,D,31,D,31,D,,A,09,D,2018,D,1,D,,A,8414,D,8321,D,8228,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04962152,27,0,5,01,D,100,D,.0472,D,41615,D,15,D,541,D,,B,,B,,B,,B,218,D,,A,179,D,180,D,,A,144,D,143,D,,A,10,D,2019,D,1,D,042022,D,,A,36553,D,36373,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04962152,49,0,5,01,D,100,D,.0472,D,41615,D,15,D,586,D,,B,,B,,B,,B,263,D,179,D,,A,,A,144,D,,A,,A,042022,D,10,D,2019,D,1,D,,A,36731,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04963662,22,0,5,01,D,100,D,.1025,D,5000,D,20,D,49,D,,A,,A,,A,,A,0,D,37,D,37,D,37,D,12,D,12,D,12,D,,A,12,D,2004,D,1,D,,A,1453,D,1416,D,1379,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,04964442,25,0,5,01,D,100,D,.0400,F,377000,F,1,F,1800,F,,B,,B,,B,,B,0,F,612,F,614,F,616,F,1188,F,1185,F,1183,F,,A,12,F,2018,F,1,F,,A,355648,F,355034,F,354417,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05011341,50,0,1,01,D,100,D,.0590,D,115000,D,20,D,817,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,03,D,2020,D,2,D,,A,109163,D,108883,D,108601,D,01,D,1,D,,A,,A,788,D,788,D,788,D,1,D,2,D
20222,05013191,15,0,1,01,D,300,D,.0525,D,,T,15,D,482,D,,A,,A,,A,,A,0,D,,A,853,T,856,T,,A,263,D,262,D,,A,02,D,2022,D,1,D,,A,,A,60000,D,59781,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05014241,27,0,1,01,D,100,D,.0371,D,200000,D,10,D,1997,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,08,D,2021,D,2,D,,A,193062,D,191661,D,190256,D,01,D,1,D,,A,,A,2385,T,2385,T,2219,T,1,D,2,D
20222,05018181,10,0,1,01,D,100,D,.0400,D,28000,D,15,D,420,D,,B,,B,,B,,B,213,D,114,D,114,D,115,D,93,D,93,D,92,D,,A,12,D,2021,D,1,D,,A,27886,D,27772,D,27658,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05020061,21,0,1,01,D,200,D,.0371,D,480500,T,14,D,4252,T,,B,,B,,B,,B,62,D,2300,T,2310,T,2160,T,991,D,986,D,980,D,,A,02,D,2021,D,1,D,,A,473058,T,472092,T,471123,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05020061,22,0,1,02,D,300,D,.0371,D,,T,14,D,4252,T,,B,,B,,B,,B,62,D,,T,853,T,856,T,1314,D,1307,D,1301,D,,A,01,D,2021,D,1,D,,A,425017,D,422893,D,420762,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05020941,17,0,1,01,D,100,D,.0371,D,300000,D,10,D,2996,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,09,D,2021,D,2,D,,A,291687,D,289592,D,287492,D,01,D,1,D,,A,,A,1700,D,1700,D,1700,D,1,D,2,D
20222,05024921,12,0,1,01,D,100,D,.0371,D,74000,D,15,D,537,D,,A,,A,,A,,A,0,D,314,D,315,D,316,D,223,D,222,D,221,D,,A,08,D,2021,D,1,D,,A,72136,D,71822,D,71507,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05026431,29,0,1,01,D,100,D,.0400,D,20000,D,10,D,202,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,09,D,2014,D,2,D,,A,5954,D,5772,D,5588,D,01,D,1,D,,A,,A,210,D,210,D,210,D,1,D,2,D
20222,05030531,14,0,1,01,D,100,D,.0600,D,15000,D,10,D,167,D,,A,,A,,A,,A,0,D,103,D,103,D,104,D,64,D,64,D,63,D,,A,04,D,2020,D,1,D,,A,12866,D,12763,D,12660,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05033161,19,0,1,01,D,100,D,.0371,F,30000,F,3,F,973,F,,B,,B,,B,,B,91,F,819,F,822,F,824,F,63,F,60,F,58,F,,A,01,F,2021,F,1,F,,A,20366,F,19547,F,18726,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05036691,8,0,1,01,D,100,D,.0450,F,185000,F,14,F,1500,F,,B,,B,,B,,B,14,F,857,F,860,F,863,F,629,F,626,F,623,F,,A,06,F,2020,F,1,F,,A,167724,F,166867,F,166006,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05037671,6,0,1,01,D,100,D,.0475,D,25000,D,20,D,162,D,3,D,,A,,A,,A,0,D,0,D,0,D,0,D,160,D,160,D,100,D,,A,06,D,2017,D,2,D,,A,25000,D,25000,D,25000,D,01,D,,A,2,D,,A,200,D,160,D,160,D,,A,2,D
20222,05038331,17,0,1,01,D,100,D,.0565,D,50000,D,15,D,600,D,,B,,B,,B,,B,187,D,397,D,398,D,400,D,16,D,15,D,13,D,,A,12,D,2007,D,1,D,,A,3504,D,3108,D,2710,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20222,05040631,13,0,1,01,D,100,D,.0579,D,50000,D,15,D,416,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,06,D,2009,D,2,D,,A,50000,D,50000,D,50000,D,01,D,,A,2,D,,A,300,D,300,D,300,D,,A,2,D
20222,05041071,15,0,1,01,D,100,D,.0420,F,77000,F,15,F,1000,F,,B,,B,,B,,B,423,F,343,F,344,F,345,F,234,F,233,F,232,F,,A,06,F,2019,F,1,F,,A,66950,F,66607,F,66263,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20222,05041971,27,0,1,01,D,100,D,.0524,D,60000,D,10,D,804,D,,B,,B,,B,,B,161,D,515,D,517,D,519,D,128,D,126,D,124,D,,A,06,D,2016,D,1,D,,A,29398,D,28884,D,28367,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04898874,14,0,5,01,D,100,D,.0371,D,32000,D,10,D,500,D,,B,,B,,B,,B,180,D,225,D,225,D,226,D,95,D,95,D,94,D,,A,11,D,2021,D,1,D,,A,30888,D,30663,D,30438,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04899314,23,0,5,01,D,100,D,.0371,D,45057,D,10,D,450,D,,A,,A,,A,,A,0,D,315,D,316,D,317,D,135,D,134,D,133,D,,A,12,D,2021,D,1,D,,A,43808,D,43494,D,43178,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04900954,21,0,1,01,D,100,D,.0371,D,15000,D,10,D,150,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,10,D,2021,D,2,D,,A,14375,D,14269,D,14164,D,01,D,1,D,,A,,A,1000,D,,C,1000,D,1,D,2,D
20223,04904174,22,0,5,01,D,100,D,.0386,D,50000,D,15,D,722,D,,B,,B,,B,,B,356,D,217,D,218,D,219,D,149,D,148,D,147,D,,A,10,D,2020,D,1,D,,A,46204,D,45987,D,45769,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20223,04904864,19,0,5,01,D,100,D,.0679,D,40017,D,15,D,355,D,,A,,A,,A,,A,0,D,321,D,323,D,324,D,34,D,32,D,31,D,,A,10,D,2008,D,1,D,,A,6060,D,5739,D,5416,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04905934,20,0,5,01,D,100,D,.0371,D,40000,D,20,D,288,D,,B,,B,,B,,B,52,D,114,D,114,D,114,D,122,D,122,D,122,D,,A,12,D,2021,D,1,D,,A,39549,D,39435,D,39321,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04906244,13,0,5,01,D,100,D,.0386,F,50000,F,15,F,722,F,,B,,B,,B,,B,356,F,217,F,218,F,219,F,149,F,148,F,147,F,,A,10,F,2020,F,1,F,,A,46204,F,45987,F,45769,F,01,D,,A,2,D,,A,,A,,A,,A,,C,,A
20223,04907564,18,0,5,01,D,100,D,.0529,F,35255,F,5,F,670,F,,A,,A,,A,,A,0,F,622,F,624,F,627,F,48,F,46,F,43,F,,A,10,F,2018,F,1,F,,A,10950,F,10329,F,9704,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04908334,19,0,5,01,D,100,D,.0371,F,42055,F,15,F,305,F,,A,,A,,A,,A,0,F,182,F,182,F,183,F,123,F,123,F,122,F,,A,06,F,2021,F,1,F,,A,39919,F,39738,F,39555,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
