QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20223,04909054,16,0,5,01,D,100,D,.0425,D,175000,D,10,D,1793,D,3,D,4,D,5,D,,A,0,D,1300,D,1304,D,1309,D,493,D,489,D,484,D,,A,12,D,2019,D,1,D,,A,139235,D,137935,D,136631,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04912664,27,0,5,01,D,100,D,.0605,D,480500,T,15,D,4252,T,,C,,C,,C,,C,0,D,1747,D,1756,D,2160,T,2486,D,2477,D,2468,D,,A,01,D,2022,D,2,D,,A,473058,T,472092,T,471123,T,01,D,1,D,,A,,A,0,D,0,D,0,D,,C,,A
20223,04913304,29,0,5,01,D,100,D,.0524,F,60000,F,10,F,804,F,,B,,B,,B,,B,161,F,521,F,524,F,526,F,122,F,119,F,117,F,,A,06,F,2016,F,1,F,,A,27848,F,27326,F,26803,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20223,04914654,23,0,5,01,D,100,D,.0490,D,25000,D,5,D,471,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,11,D,2021,D,2,D,,A,22766,D,22388,D,22009,D,01,D,1,D,,A,,A,,C,,C,,C,1,D,2,D
20223,04914654,24,0,5,02,D,400,D,.0490,D,,T,5,D,94,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,11,D,2021,D,2,D,,A,4553,D,4478,D,4402,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20223,04921374,19,0,1,01,D,100,D,.0371,F,45057,F,10,F,450,F,,A,,A,,A,,A,0,F,315,F,316,F,317,F,135,F,134,F,133,F,,A,12,F,2021,F,1,F,,A,43808,F,43494,F,43178,F,01,D,,A,,A,3,D,,A,,A,,A,1,D,2,D
20223,04925624,13,0,5,01,D,100,D,.0524,F,60000,F,10,F,804,F,,B,,B,,B,,B,161,F,521,F,524,F,526,F,122,F,119,F,117,F,,A,06,F,2016,F,1,F,,A,27848,F,27326,F,26803,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04925754,26,0,5,01,D,100,D,.0371,D,42055,D,15,D,305,D,,A,,A,,A,,A,0,D,182,D,182,D,183,D,123,D,123,D,122,D,,A,06,D,2021,D,1,D,,A,39919,D,39738,D,39555,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04929124,46,0,5,01,D,100,D,.0605,D,119258,D,10,D,1327,D,3,D,,A,5,D,,A,0,D,,A,,A,170,D,,A,,A,140,D,,A,08,D,2022,D,2,D,082022,D,120699,D,119980,D,119258,D,01,D,,A,,A,,A,2385,T,2385,T,2219,T,1,D,2,D
20223,04929124,71,0,5,01,D,100,D,.0529,D,129233,D,5,D,2456,D,,A,,A,,A,,A,0,D,2300,T,2310,T,,A,74,D,64,D,,A,082022,D,01,D,2018,D,1,D,,A,16892,D,14511,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04929414,21,0,5,01,D,100,D,.0445,F,50758,F,15,F,387,F,,A,,A,,A,,A,0,F,216,F,217,F,218,F,171,F,170,F,169,F,,A,07,F,2020,F,1,F,,A,45995,F,45778,F,45561,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04931553,19,0,5,01,D,100,D,.0371,D,70000,D,15,D,1000,D,,B,,B,,B,,B,492,D,,A,,A,300,D,,A,,A,208,D,,A,09,D,2021,D,1,D,062022,D,,A,,A,67343,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04931553,46,0,5,01,D,100,D,.0371,D,63152,D,15,D,458,D,,A,,A,,A,,A,0,D,268,D,269,D,,A,190,D,189,D,,A,062022,D,09,D,2021,D,1,D,,A,61296,D,61027,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04932093,15,0,5,01,D,100,D,.0433,D,25000,D,15,D,538,D,,B,,B,,B,,B,349,D,124,D,124,D,125,D,65,D,65,D,64,D,,A,01,D,2017,D,1,D,,A,18026,D,17902,D,17778,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04934383,14,0,1,01,D,100,D,.0605,D,45000,D,10,D,501,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,05,D,2022,D,2,D,,A,45000,D,45000,D,45000,D,01,D,1,D,2,D,,A,130,D,130,D,130,D,,A,2,D
20223,04934543,27,0,5,01,D,100,D,.0500,D,30000,D,15,D,400,D,,B,,B,,B,,B,163,D,133,D,134,D,134,D,104,D,103,D,103,D,,A,10,D,2018,D,1,D,,A,24871,D,24738,D,24604,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04936203,22,0,5,01,D,100,D,.0371,D,45000,D,15,D,326,D,,A,,A,,A,,A,0,D,193,D,193,D,194,D,133,D,133,D,132,D,,A,06,D,2021,D,1,D,,A,43105,D,42912,D,42719,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04938223,22,0,5,01,D,100,D,.0475,F,60000,F,10,F,650,F,,B,,B,,B,,B,21,F,466,F,468,F,470,F,163,F,161,F,159,F,,A,09,F,2018,F,1,F,,A,41223,F,40758,F,40290,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04938463,29,0,5,01,D,100,D,.0371,F,95000,F,10,F,949,F,,A,,A,,A,,A,0,F,354,F,355,F,356,F,146,F,145,F,144,F,,A,10,F,2021,F,2,F,,A,89702,F,89031,F,88357,F,01,D,,A,,A,,A,500,F,500,F,500,F,1,D,2,D
20223,04947123,38,0,5,01,D,100,D,.0529,D,35255,D,5,D,670,D,,A,,A,,A,,A,0,D,622,D,624,D,627,D,48,D,46,D,43,D,,A,10,D,2018,D,1,D,,A,10950,D,10329,D,9704,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04947823,31,0,5,01,D,100,D,.0371,D,175000,D,15,D,1269,D,3,D,4,D,,A,,A,0,D,1078,D,1082,D,1085,D,722,D,718,D,715,D,,A,03,D,2021,D,2,D,,A,164599,D,163839,D,163076,D,01,D,,A,2,D,,A,,C,,C,,C,1,D,2,D
20223,04951283,24,0,5,01,D,100,D,.0440,D,480500,T,10,D,4252,T,,A,,A,,A,,A,0,D,0,D,0,D,0,D,900,D,900,D,900,D,,A,10,D,2016,D,2,D,,A,473058,T,472092,T,471123,T,01,D,1,D,2,D,,A,900,D,900,D,900,D,,A,2,D
20223,04951663,21,0,5,01,D,100,D,.0386,D,24737,D,5,D,454,D,,A,,A,,A,,A,0,D,408,D,410,D,411,D,46,D,44,D,43,D,,A,02,D,2020,D,1,D,,A,14193,D,13785,D,13375,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04954713,13,0,5,01,D,100,D,.0371,D,95000,D,10,D,949,D,,A,,A,,A,,A,0,D,354,D,355,D,356,D,146,D,145,D,144,D,,A,10,D,2021,D,2,D,,A,89702,D,89031,D,88357,D,01,D,1,D,,A,,A,500,D,500,D,500,D,1,D,2,D
20223,04956533,9,0,5,01,D,100,D,.0520,F,45000,F,15,F,361,F,,A,,A,,A,,A,0,F,165,F,166,F,166,F,194,F,193,F,193,F,,A,06,F,2022,F,2,F,,A,45000,F,44834,F,44668,F,01,D,,A,,A,,A,334,F,349,F,359,F,1,D,2,D
20223,04956933,21,0,5,01,D,100,D,.0520,D,45000,D,15,D,361,D,,A,,A,,A,,A,0,D,165,D,166,D,166,D,194,D,193,D,193,D,,A,06,D,2022,D,2,D,,A,45000,D,44834,D,44668,D,01,D,1,D,,A,,A,334,D,349,D,359,D,1,D,2,D
20223,04957043,46,0,5,01,D,100,D,.0620,F,25000,F,10,F,280,F,,A,,A,,A,,A,0,F,217,F,219,F,220,F,63,F,61,F,60,F,,A,06,F,2016,F,1,F,,A,12102,F,11885,F,11666,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04958083,36,0,5,01,D,100,D,.0445,D,50758,D,15,D,387,D,,A,,A,,A,,A,0,D,216,D,217,D,218,D,171,D,170,D,169,D,,A,07,D,2020,D,1,D,,A,45995,D,45778,D,45561,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04959393,32,0,5,01,D,100,D,.0500,F,30000,F,15,F,400,F,,B,,B,,B,,B,163,F,133,F,134,F,134,F,104,F,103,F,103,F,,A,10,F,2018,F,1,F,,A,24871,F,24738,F,24604,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04960343,32,0,5,01,D,100,D,.0605,D,30000,D,15,D,254,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,08,D,2022,D,2,D,082022,D,30204,D,30102,D,30000,D,01,D,1,D,,A,,A,300,D,300,D,,A,1,D,2,D
20223,04960343,60,0,5,01,D,100,D,.0450,D,12000,D,5,D,224,D,,A,,A,,A,,A,0,D,212,D,213,D,,A,12,D,11,D,,A,082022,D,09,D,2018,D,1,D,,A,3243,D,3031,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04962153,32,0,5,01,D,100,D,.0472,D,41615,D,15,D,541,D,,B,,B,,B,,B,218,D,181,D,181,D,182,D,142,D,142,D,141,D,,A,10,D,2019,D,1,D,,A,36194,D,36013,D,35832,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,04963663,19,0,5,01,D,100,D,.1025,D,5000,D,20,D,49,D,,A,,A,,A,,A,0,D,41,D,41,D,41,D,8,D,8,D,8,D,,A,03,D,2004,D,1,D,,A,992,D,952,D,911,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05013192,17,0,5,01,D,300,D,.0605,D,,T,15,D,508,D,,A,,A,,A,,A,0,D,,T,853,T,856,T,300,D,299,D,298,D,,A,02,D,2022,D,1,D,,A,59588,D,59380,D,59172,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05018742,9,0,1,01,D,100,D,.0371,F,300000,F,10,F,2996,F,,A,,A,,A,,A,0,F,706,F,708,F,710,F,294,F,292,F,290,F,,A,09,F,2021,F,2,F,,A,285384,F,283270,F,281150,F,01,D,,A,,A,,A,1000,F,1000,F,1000,F,1,D,2,D
20223,05020942,21,0,5,01,D,100,D,.0371,D,300000,D,10,D,2996,D,,A,,A,,A,,A,0,D,706,D,708,D,710,D,294,D,292,D,290,D,,A,09,D,2021,D,2,D,,A,285384,D,283270,D,281150,D,01,D,1,D,,A,,A,1000,D,1000,D,1000,D,1,D,2,D
20223,05026432,28,0,5,01,D,100,D,.0400,D,20000,D,10,D,202,D,,A,,A,,A,,A,0,D,229,D,229,D,230,D,21,D,21,D,20,D,,A,08,D,2014,D,2,D,,A,5220,D,5035,D,4849,D,01,D,1,D,,A,,A,250,D,250,D,250,D,1,D,2,D
20223,05030532,19,0,5,01,D,100,D,.0600,D,15000,D,10,D,167,D,,A,,A,,A,,A,0,D,104,D,105,D,105,D,63,D,62,D,62,D,,A,04,D,2020,D,1,D,,A,12557,D,12452,D,12348,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05036692,9,0,5,01,D,100,D,.0550,F,31412,F,5,F,600,F,,A,,A,,A,,A,0,F,460,F,462,F,464,F,140,F,138,F,136,F,,A,03,F,2022,F,1,F,,A,30498,F,30038,F,29575,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05040632,18,0,5,01,D,100,D,.0605,F,45000,F,10,F,501,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,,A,,A,,A,,A,05,F,2022,F,2,F,,A,45000,F,45000,F,45000,F,01,D,,A,2,D,,A,130,F,130,F,130,F,,A,2,D
20223,05041072,25,0,5,01,D,100,D,.0371,F,60000,F,5,F,1097,F,,C,,C,,C,,C,0,F,931,F,934,F,937,F,166,F,163,F,160,F,,A,10,F,2021,F,1,F,,A,53560,F,52629,F,51694,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20223,05041972,26,0,5,01,D,100,D,.0524,D,60000,D,10,D,804,D,,B,,B,,B,,B,161,D,521,D,524,D,526,D,122,D,119,D,117,D,,A,06,D,2016,D,1,D,,A,27848,D,27326,D,26803,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05043402,10,0,1,01,D,100,D,.0657,D,150000,D,20,D,1125,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,12,D,2003,D,2,D,,A,150000,D,150000,D,150000,D,01,D,1,D,,A,,A,500,D,500,D,500,D,,A,2,D
20223,05092141,12,0,1,01,D,100,D,.0450,D,193000,D,10,D,2200,D,,B,,B,,B,,B,200,D,0,D,0,D,0,D,1800,D,1800,D,1800,D,,A,04,D,2021,D,1,D,,A,193000,D,193000,D,193000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20223,05094731,16,0,1,01,D,100,D,.0605,D,118000,D,5,D,2284,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,03,D,2022,D,2,D,,A,116311,D,114613,D,112907,D,01,D,1,D,,A,,A,2385,T,2385,T,2219,T,1,D,2,D
20223,05095871,10,0,1,01,D,100,D,.0550,D,120000,D,7,D,1800,D,,B,,B,,B,,B,76,D,1240,D,1246,D,1252,D,484,D,478,D,472,D,,A,04,D,2021,D,1,D,,A,105551,D,104311,D,103065,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05097551,24,0,1,01,D,100,D,.0700,D,37207,D,10,D,432,D,,A,,A,,A,,A,0,D,374,D,376,D,378,D,58,D,56,D,54,D,,A,05,D,2014,D,1,D,,A,10023,D,9649,D,9274,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05104351,12,0,1,01,D,100,D,.0679,F,30000,F,15,F,302,F,,B,,B,,B,,B,36,F,253,F,254,F,255,F,13,F,12,F,11,F,,A,02,F,2008,F,1,F,,A,2369,F,2116,F,1862,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05105531,32,0,1,01,D,100,D,,C,20000,D,30,D,,A,,A,,A,,A,6,D,,B,,B,,B,,B,,B,,B,,B,,A,,C,2005,D,2,D,,A,,B,,B,,B,01,D,,C,,C,,C,,C,,C,,C,,A,,A
20223,05114651,19,0,1,01,D,100,D,.0550,D,31412,D,5,D,600,D,,A,,A,,A,,A,0,D,460,D,462,D,464,D,140,D,138,D,136,D,,A,03,D,2022,D,1,D,,A,30498,D,30038,D,29575,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05117081,8,0,1,01,D,100,D,.0475,D,60000,D,10,D,650,D,,B,,B,,B,,B,21,D,466,D,468,D,470,D,163,D,161,D,159,D,,A,09,D,2018,D,1,D,,A,41223,D,40758,D,40290,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05117291,21,0,1,01,D,100,D,.0371,D,60000,D,5,D,1097,D,,C,,C,,C,,C,0,D,931,D,934,D,937,D,166,D,163,D,160,D,,A,10,D,2021,D,1,D,,A,53560,D,52629,D,51694,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20223,05118161,45,0,1,01,D,100,D,.0620,D,25000,D,10,D,280,D,,A,,A,,A,,A,0,D,217,D,219,D,220,D,63,D,61,D,60,D,,A,06,D,2016,D,1,D,,A,12102,D,11885,D,11666,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05118801,21,0,1,01,D,100,D,.0400,D,28390,D,15,D,210,D,,A,,A,,A,,A,0,D,118,D,119,D,119,D,92,D,91,D,91,D,,A,09,D,2021,D,1,D,,A,27456,D,27338,D,27219,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05120071,44,0,1,01,D,100,D,.0625,D,14551,D,5,D,283,D,,A,,A,,A,,A,0,D,254,D,255,D,256,D,29,D,28,D,27,D,,A,02,D,2019,D,1,D,,A,5616,D,5362,D,5107,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05123161,20,0,1,01,D,100,D,.0679,D,30000,D,15,D,302,D,,B,,B,,B,,B,36,D,253,D,254,D,255,D,13,D,12,D,11,D,,A,02,D,2008,D,1,D,,A,2369,D,2116,D,1862,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20223,05123861,7,0,1,01,D,100,D,.0400,F,20000,F,10,F,202,F,,A,,A,,A,,A,0,F,229,F,229,F,230,F,21,F,21,F,20,F,,A,08,F,2014,F,2,F,,A,5220,F,5035,F,4849,F,01,D,,C,,C,,C,250,F,250,F,250,F,1,D,2,D
20224,04931554,24,0,5,01,D,100,D,.0371,D,70000,D,15,D,1000,D,,B,,B,,B,,B,492,D,301,D,302,D,303,D,207,D,206,D,205,D,,A,09,D,2021,D,1,D,,A,67043,D,66743,D,66441,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04932094,9,0,5,01,D,100,D,.0433,D,25000,D,15,D,538,D,,B,,B,,B,,B,349,D,121,D,122,D,122,D,68,D,67,D,67,D,,A,10,D,2017,D,1,D,,A,18760,D,18639,D,18517,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04934384,19,0,5,01,D,100,D,.0609,D,45000,D,10,D,502,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,245,D,245,D,245,D,,A,05,D,2022,D,2,D,,A,45000,D,45000,D,45000,D,01,D,1,D,2,D,,A,230,D,230,D,245,D,,A,2,D
20224,04934544,29,0,5,01,D,100,D,.0500,D,30000,D,15,D,400,D,,B,,B,,B,,B,163,D,135,D,136,D,136,D,102,D,101,D,101,D,,A,10,D,2018,D,1,D,,A,24469,D,24334,D,24199,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04936204,21,0,5,01,D,100,D,.0371,D,45000,D,15,D,326,D,,A,,A,,A,,A,0,D,195,D,195,D,196,D,131,D,131,D,130,D,,A,06,D,2021,D,1,D,,A,42525,D,42331,D,42135,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04938224,30,0,5,01,D,100,D,.0524,F,60000,F,10,F,804,F,,B,,B,,B,,B,161,F,528,F,531,F,533,F,115,F,112,F,110,F,,A,06,F,2016,F,1,F,,A,26277,F,25748,F,25218,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04938464,31,0,5,01,D,100,D,.0400,D,80000,D,28,D,400,D,,A,,A,,A,,A,0,F,,A,,A,115,D,,A,,A,267,D,092022,D,06,F,2007,D,1,D,,A,,A,,A,79885,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04942014,24,0,5,01,D,100,D,.0529,D,32836,D,20,D,222,D,,A,,A,,A,,A,0,D,94,D,94,D,95,D,128,D,128,D,127,D,,A,11,D,2018,D,1,D,,A,29094,D,29000,D,28906,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04947124,31,0,5,01,D,100,D,.0529,D,35255,D,5,D,670,D,,A,,A,,A,,A,0,D,630,D,633,D,636,D,40,D,37,D,34,D,,A,10,D,2018,D,1,D,,A,9077,D,8447,D,7814,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04947824,25,0,5,01,D,100,D,.0371,D,175000,D,15,D,1269,D,3,D,4,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,03,D,2021,D,2,D,,A,162311,D,161544,D,160774,D,01,D,,A,2,D,,A,200,D,200,D,200,D,1,D,2,D
20224,04949394,17,0,5,01,D,100,D,.0371,D,327750,T,19,D,1400,D,,B,,B,,B,,B,23,D,0,D,0,D,0,D,1377,D,1377,D,1377,D,,A,06,D,2021,D,1,D,,A,317262,T,316195,T,315125,T,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20224,04951284,24,0,5,01,D,100,D,.0440,D,327750,T,10,D,3481,T,,A,,A,,A,,A,0,D,0,D,0,D,0,D,2180,D,2180,D,2180,D,,A,10,D,2016,D,2,D,,A,317262,T,316195,T,315125,T,01,D,1,D,2,D,,A,2397,T,2426,T,2426,T,,A,2,D
20224,04951664,25,0,5,01,D,100,D,.0386,D,24737,D,5,D,454,D,,A,,A,,A,,A,0,D,412,D,414,D,415,D,42,D,40,D,39,D,,A,02,D,2020,D,1,D,,A,12964,D,12552,D,12138,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04956534,13,0,5,01,D,100,D,.0371,F,45000,F,15,F,326,F,,A,,A,,A,,A,0,F,195,F,195,F,196,F,131,F,131,F,130,F,,A,06,F,2021,F,1,F,,A,42525,F,42331,F,42135,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04956934,19,0,5,01,D,100,D,.0520,D,45000,D,15,D,361,D,,A,,A,,A,,A,0,D,172,D,173,D,174,D,196,D,195,D,194,D,,A,06,D,2022,D,2,D,,A,44501,D,44333,D,44165,D,01,D,1,D,,A,,A,370,D,370,D,370,D,1,D,2,D
20224,04957044,33,0,5,01,D,100,D,.0620,F,25000,F,10,F,280,F,,A,,A,,A,,A,0,F,221,F,222,F,223,F,59,F,58,F,57,F,,A,06,F,2016,F,1,F,,A,11447,F,11226,F,11004,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04958084,34,0,5,01,D,100,D,.0445,D,50758,D,15,D,387,D,,A,,A,,A,,A,0,D,219,D,220,D,220,D,168,D,167,D,167,D,,A,07,D,2020,D,1,D,,A,45343,D,45124,D,44905,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04959914,23,0,5,01,D,100,D,.0700,D,25000,D,15,D,400,D,,B,,B,,B,,B,175,D,154,D,155,D,155,D,71,D,70,D,70,D,,A,03,D,2013,D,1,D,,A,12233,D,12079,D,11925,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04960344,26,0,5,01,D,100,D,.0609,D,30000,D,15,D,255,D,,A,,A,,A,,A,0,D,202,D,203,D,204,D,298,D,297,D,296,D,,A,08,D,2022,D,2,D,,A,29898,D,29795,D,29691,D,01,D,1,D,,A,,A,500,D,500,D,500,D,1,D,2,D
20224,04962154,35,0,5,01,D,100,D,.0472,D,41615,D,15,D,541,D,,B,,B,,B,,B,218,D,183,D,183,D,184,D,140,D,140,D,139,D,,A,10,D,2019,D,1,D,,A,35649,D,35467,D,35283,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04963664,17,0,5,01,D,100,D,.1025,D,5000,D,20,D,49,D,,A,,A,,A,,A,0,D,41,D,42,D,42,D,8,D,7,D,7,D,,A,04,D,2004,D,1,D,,A,911,D,870,D,828,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,04964444,22,0,5,01,D,100,D,.0609,F,118000,F,5,F,2286,F,,A,,A,,A,,A,0,F,1671,V,1679,V,1569,V,543,F,535,F,526,F,,A,03,F,2022,F,2,F,,A,111199,F,109477,F,107747,F,01,D,,A,,A,,A,2397,V,2426,V,2426,V,1,D,2,D
20224,05013193,15,0,5,01,D,300,D,.0609,D,105712,T,15,D,509,D,,A,,A,,A,,A,0,D,220,T,175,T,176,T,299,D,298,D,297,D,,A,02,D,2022,D,1,D,,A,58967,D,58757,D,58547,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,05018743,12,0,5,01,D,100,D,.0371,F,327750,V,10,F,3481,V,,A,,A,,A,,A,0,F,705,F,707,F,709,F,285,F,283,F,281,F,,A,09,F,2021,F,2,F,,A,317262,V,316195,V,315125,V,01,D,,A,,A,,A,697,F,828,F,990,F,1,D,2,D
20224,05019543,29,0,5,02,D,300,D,.1140,D,105712,T,10,D,740,D,,A,,A,,A,,A,0,D,220,T,175,T,176,T,502,D,500,D,498,D,,A,07,D,2022,D,1,D,072022,D,52848,D,52610,D,52370,D,01,D,,A,,A,,A,,T,,T,,T,1,D,2,D
20224,05020943,22,0,5,01,D,100,D,.0371,D,327750,T,10,D,3481,T,,A,,A,,A,,A,0,D,705,D,707,D,709,D,285,D,283,D,281,D,,A,09,D,2021,D,2,D,,A,317262,T,316195,T,315125,T,01,D,1,D,,A,,A,697,D,828,D,990,D,1,D,2,D
20224,05026433,29,0,5,01,D,100,D,.0400,D,20000,D,10,D,202,D,,A,,A,,A,,A,0,D,229,D,230,D,231,D,21,D,20,D,19,D,,A,10,D,2014,D,2,D,,A,5035,D,4849,D,4663,D,01,D,1,D,,A,,A,300,D,325,D,250,D,1,D,2,D
20224,05036693,9,0,5,01,D,100,D,.0529,F,32836,F,20,F,222,F,,A,,A,,A,,A,0,F,94,F,94,F,95,F,128,F,128,F,127,F,,A,11,F,2018,F,1,F,,A,29094,F,29000,F,28906,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,05041973,28,0,5,01,D,100,D,.0524,D,60000,D,10,D,804,D,,B,,B,,B,,B,161,D,528,D,531,D,533,D,115,D,112,D,110,D,,A,06,D,2016,D,1,D,,A,26277,D,25748,D,25218,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,05042333,15,0,1,01,D,100,D,.0800,D,45000,D,5,D,2000,D,,B,,B,,B,,B,1088,D,637,D,641,D,645,D,275,D,271,D,267,D,,A,03,D,2022,D,1,D,,A,41266,D,40629,D,39988,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20224,05091172,21,0,1,01,D,100,D,.0609,D,23565,D,15,D,200,D,,A,,A,,A,,A,0,D,,A,,A,80,D,,A,,A,120,D,,A,09,D,2022,D,1,D,,A,,A,,A,23565,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
